Index,mol_min,NAME,Source,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization,DILI
11,O(C(=O)C)CC,,Source Mulliner,13.978344,1,1,0,0,1,0,0,0,14,0,1,6,3,19.302969,1.3787835,0,0,4,0,0,8,0,0,2,0,0,2.6925194,-2.3826804,-0.14538306,0.048543133,2.3784761,-2.4044409,-0.018891079,0.123,2.377557,-2.1574292,0.06677936,0.1057,2.6012135,11.619656,1,0.2,0,13,1,5,3,2,0.40000001,12,0,4.9915638,4.0236034,3.2071068,3.284457,2.7700555,1.9040302,1.2071068,1.2844571,0,0,0.71368051,4,0,-0.76354647,-0.29993951,-0.11145686,1.8203931,-0.84508926,-0.19152284,-0.037,1.8203104,-0.51359302,-0.10551517,-0.054299999,2.0252953,6,3.2,5.3333335,5.03652,2.57372,4.1069999,2.1604321,2,0,1,0,0.52600002,-0.33328,2.3673675,0,1,0,1,0,1,0,1,-1,0.62194109,-0.62194109,0.41649029,0.50756878,44.339993,23.482065,0,0,0,14.708499,0,18.747677,0,0,0,0,13.566921,2.503756,0.73771232,0.29670796,0.13694781,0.26228771,0.70329207,0.12533988,86.569733,34.818356,16.070677,30.779177,82.530556,14.708499,0.5,1,1,-1,0.65899998,0.56999999,0.6103034,0.13694781,0.13694781,0.38969657,0.86305219,0.25274876,71.618446,16.070677,16.070677,45.730469,101.27824,29.659792,2,0,0,0.65899998,0.56999999,1,0.56940001,0,7.7454643,34.862103,20.926258,0,0,0,0,0,66.652031,2.2307,34.862103,0,0,0,0,0,28.671722,66.652031,26.299999,0.85240519,3.321928,1.9086127,4.7417293,117.34892,123.453,13.566921,0,0,0,80.875374,17.212255,13.566921,88.105995,32,3,20,0.10169399,0,0.0016993331,0,0,0,0,0,0,0,0,0.10339332,0,negative
12,ClC(Cl)(F)F,,Source Mulliner,7.2340002,1,1,0,0,0,0,0,0,5,0,0,5,4,7.6096406,1.5219281,0,0,1,2,2,0,0,0,0,0,0,3.0237157,-1.8665813,-0.14743431,-0.053117264,2.1674087,-1.8639519,0.46394107,0.6434744,2.2171288,-1.7032858,0.18953666,0.50586998,2.3254759,3.2460001,0,0,0,4,0,4,2,0,0,4,0,4.5,3.5237157,0.5,0.5,2,1.5118579,0,0,0,0,1.5801156,2,0,-0.50850415,-0.30475411,-0.21043706,1.2812909,-0.67252201,0.30204096,0.4815743,1.5113991,-0.414489,0.031887289,0.34822062,1.5096271,5,1,0,8.3230915,1.9170249,0,3.1911149,0,0,1,0,2.49596,-1.93636,1.5552245,1,1,0,1,0,0,0,1.26,-1.26,0.40194008,-0.40194008,1,0.42599088,0,0,0,0,0,0,6.8556099,59.163895,0,0,23.817272,0,0,0,0.92368817,0.92368817,0,0.076311842,0.076311842,0.076311842,82.981163,82.981163,0,6.8556099,6.8556099,6.8556099,0.5,1,1.26,-1.26,1,0.26984128,0,0.92368817,0.92368817,1,0.076311842,0.076311842,0,82.981163,82.981163,89.836777,6.8556099,6.8556099,1,1,0,1,0.26984128,1,2.0143001,0,2.4541361,0,0,0,0,0,0,0,108.21751,1.6653,0,29.920227,2.4541361,0,0,0,0,78.297287,0,0.90438145,3,0.9709506,4.25,89.836777,76.521614,0,0,0,0,82.981163,6.8556099,0,120.91299,16,0,20,0.3531945,0,0.00088003319,0,0,0,0,0,0,0,0,0.35407454,0,negative
13,ClC(Cl)(Cl)F,,Source Mulliner,8.8570004,1,1,0,0,0,0,0,0,5,0,0,5,4,6.854753,1.3709506,0,0,1,3,1,0,0,0,0,0,0,3.0237157,-1.8867639,-0.11819761,-0.048533954,2.1368613,-1.8361241,0.5533216,0.68949997,2.2554915,-1.6432116,0.34835485,0.58530003,2.3825293,2.4630001,0,0,0,4,0,4,2,0,0,4,0,4.5,4.279645,0.5,0.5,2,1.8898224,0,0,0,0,1.5376675,2,0,-0.53229654,-0.27388313,-0.20853396,1.2559222,-0.65763229,0.39087549,0.52950001,1.5606691,-0.37256777,0.19663851,0.4253,1.57946,5,1,0,11.112838,2.7378724,0,6.0851059,0,0,1,0,2.5538399,-2.37795,1.9745754,1,1,0,1,0,0,0,1.21,-1.21,0.3340643,-0.3340643,1,0.56415021,0,0,0,0,0,0,2.354511,88.745842,0,0,11.908636,0,0,0,0.97714269,0.97714269,0,0.022857334,0.022857334,0.022857334,100.65448,100.65448,0,2.354511,2.354511,2.354511,0.5,1,1.21,-1.21,1,0.28099173,0,0.97714269,0.97714269,1,0.022857334,0.022857334,0,100.65448,100.65448,103.00899,2.354511,2.354511,1,1,0,1,0.28099173,0,2.2836001,0,0,0,0,0,0,0,0,0,132.40605,2.1398001,0,14.960114,0,0,0,0,0,117.44593,0,0.90438145,3,0.9709506,4.25,103.00899,89.335304,0,0,0,0,100.65448,2.354511,0,137.368,16,0,20,0.36588854,0,0.0010499032,0,0,0,0,0,0,0,0,0.36693844,0,negative
14,O(N=O)CCCC,,Source Mulliner,15.745137,1,0,0,1,2,0,0,0,16,0,2,7,4,25.470675,1.5919172,0,0,4,0,0,9,0,1,2,0,0,2.4633985,-2.5581377,-0.1197102,0.058736697,2.5316834,-2.4764817,0.017090227,0.123,2.6379347,-2.329834,0.1057,0.23850963,2.7586465,11.392863,4,0.66666669,0,15,1,6,5,4,0.66666669,14,0,5.5355339,4.3850307,3.1213202,3.1213202,3.4142137,2.3609302,1.7071068,1.7071068,0,0,0.75520843,6,0,-0.78305531,-0.30623859,-0.10126331,2.002177,-0.80371815,-0.18979043,-0.037,2.0967021,-0.52843314,-0.054299999,0.005164268,2.2008584,7,6,6,5.9265862,4.9164119,4.7386937,4.1625051,3,0,1,0,1.8099999,-1.19494,2.7207048,1,1,0,1,0,4,0,0.28,-0.28,0.47974515,-0.47974515,0.21288185,0.45192629,29.857702,23.482065,16.087948,0,0,0,0,8.701313,27.44899,16.965525,0,5.9023595,0,0,0.95404792,0.45947894,0.045952104,0.045952104,0.54052109,0,122.54354,59.018188,5.9023595,5.9023595,69.427711,0,0.5,1,0.28,-0.28,1,0.57857144,0.88359851,0.3032859,0,0.11640148,0.6967141,0.11640148,113.49461,38.95583,0,14.951293,89.490074,14.951293,3,1,0,1,0.57857144,1,1.4845001,0,0,11.218763,45.025127,0,22.438892,0,0,37.736813,33.326015,2.6654999,11.218763,22.438892,24.098869,0,0,37.736813,20.926258,33.326015,38.66,0.80309099,3.5849626,2.398303,5.1689868,128.44591,136.5464,33.053471,0,0,0,83.083916,5.9023595,33.053471,103.12099,56,4,22,0.30527583,0,0.0057369322,0,0,0,0,0,0,0,0,0.31101274,0,negative
15,ClC(Cl)(Cl)CO,,Source Mulliner,12.862379,1,1,0,0,1,0,0,0,9,1,2,6,4,17.01955,1.8910611,0,0,2,3,0,3,0,0,1,0,0,3.1684899,-2.2933836,-0.29951248,0.3004804,2.3990204,-2.4085138,-0.19107443,0.68949997,2.3743234,-2.0651932,-0.12580949,0.68506473,2.637445,4.5396209,0,0,0,8,0,5,4,1,0.2,8,0,5.2071066,5.0560007,1.2071068,1.2071068,2.5606601,2.3706212,0.35355338,0.35355338,0,0,1.2539736,3,0,-0.77820474,-0.30126312,0.0078272624,1.6337683,-0.8960886,-0.18789272,0.52950001,1.7458603,-0.49757326,-0.1106434,0.4253,1.9115719,6,1.6326531,5.3333335,11.949418,3.7441289,13.982117,7.4566941,1,1,1,0,1.10408,-1.79576,2.6592185,1,1,0,1,0,0,0,1.55,-1.55,0.63350558,-0.63350558,0.33657712,0.61693704,0,23.482065,0,0,10.324173,0,0,0,88.745842,0,0,0,0,7.7675405,0.86117429,0.7405898,0.059603769,0.1388257,0.2594102,0.079221934,112.22791,96.513382,7.7675405,18.091713,33.806236,10.324173,0.33333334,0.5,1.55,-1.55,0.56129032,0.43870968,0.065460384,0.7405898,0.7405898,0.93453962,0.2594102,0.19394982,8.5307722,96.513382,96.513382,121.78885,33.806236,25.275465,2,1,0,0.56129032,0.43870968,1,1.3489,25.385227,0,0,20.926258,0,0,0,0,0,117.44593,2.7375801,0,25.385227,0,0,0,0,20.926258,117.44593,20.23,0.85240519,3.321928,1.5058231,4.7979026,130.31963,119.14445,0,0,0,0,110.80431,0,13.566921,149.40399,28,3,24,0.39847219,0,0.0010512306,0,0,0,0,0,0,0,0,0.39952341,0,negative
16,ClC(Cl)(Cl)C=O,,Source Mulliner,11.528793,1,1,0,0,1,0,0,0,7,0,1,6,3,12.896597,1.842371,0,0,2,3,0,1,0,0,1,0,0,3.2202296,-2.0105805,-0.15327707,-0.075576715,2.2461033,-2.1320808,-0.06046924,0.68949997,2.2530212,-1.7336795,0.036334973,0.58530003,2.5260224,3.3112071,0,0,0,6,1,5,3,1,0.2,5,0,5.2071066,4.887279,1.0773503,1.2071068,2.5606601,2.2252176,0.28867513,0.35355338,0,0,1.3183059,3,0,-0.61379731,-0.23557672,-0.21618636,1.4709529,-0.86469316,-0.17629638,0.52950001,1.6169096,-0.35556522,-0.097621031,0.4253,1.7982259,6,1.6326531,5.3333335,10.408196,3.1800721,11.606826,5.516469,1,0,1,0,1.55308,-2.0308499,2.57797,1,1,0,1,0,0,0,1.4400001,-1.4400001,0.52327788,-0.52327788,0.46863395,0.56671172,0,0,4.2653861,18.504883,0,0,0,0,88.745842,0,0,0,13.566921,0,0.89153665,0.81795877,0.10846332,0.10846332,0.18204124,0,111.51611,102.31276,13.566921,13.566921,22.770269,0,0.33333334,0.5,1.4400001,-1.4400001,0.64652777,0.39583334,0.034100436,0.81795877,0.81795877,0.96589959,0.18204124,0.1479408,4.2653861,102.31276,102.31276,120.81764,22.770269,18.504883,2,1,0,0.64652777,0.39583334,1,1.5555,0,0,44.007435,0,0,0,0,0,0,117.44593,2.6354001,23.862217,0,0,0,0,0,0,137.59116,17.07,0.85240519,3.321928,1.5058231,4.7979026,125.08303,111.80106,13.566921,0,0,0,88.745842,22.058474,13.566921,147.388,28,3,24,0.41770485,0,0.0016196286,0,0,0,0,0,0,0,0,0.41932449,0,negative
17,O(C(=O)C(C)=C)C,,Source Mulliner,15.738344,1,1,0,0,1,0,0,0,15,0,1,7,4,20.993719,1.3995812,0,0,5,0,0,8,0,0,2,0,0,3.2558243,-2.2604439,-0.12222415,0.053287901,2.2780149,-2.2826619,0.015212627,0.123,2.3293386,-2.0091875,0.083170615,0.13783309,2.5367458,11.619656,1,0.16666667,0,14,2,6,2,2,0.33333334,12,0,5.8618073,4.5236034,3.7071068,4.1547008,3.1807392,1.92005,1.1035534,1.4880339,0,0,0.70514625,4,0,-0.74671638,-0.31783393,-0.1067121,1.8374984,-0.84396106,-0.19510093,-0.037,1.8714031,-0.48580247,-0.082031913,-0.044477135,2.0810475,7,3.0612245,2.6666667,5.2939663,2.188612,1.7881885,1.6552054,2,0,1,0,0.76499999,-0.51188999,2.7693527,0,1,1,1,0,1,0,1.424,-1.424,0.69932127,-0.69932127,0.41283283,0.45045778,40.002354,21.326929,0,0,0,14.708499,0,18.747677,22.301268,0,0,0,13.566921,2.503756,0.76885116,0.42896315,0.12068932,0.23114881,0.57103682,0.11045949,102.37823,57.119621,16.070677,30.779177,76.037781,14.708499,0.5,1,1.424,-1.424,0.49578652,0.40028089,0.41364056,0.30475575,0.2881698,0.58635944,0.69524425,0.29818961,55.079304,40.580486,38.371944,78.078102,92.57692,39.706158,2,0,0,0.49578652,0.40028089,1,0.73549998,0,7.7454643,34.862103,0,0,38.569443,0,0,0,65.426811,2.6830001,34.862103,0,0,3.185575,0,0,7.7454643,100.81068,26.299999,0.80309099,3.5849626,1.8841729,5.2511854,133.15741,141.98047,13.566921,0,0,0,96.683868,17.212255,13.566921,100.117,46,6,26,0.47095266,0,0.0019854007,0,0,0,0,0,0,0,0,0.47293806,0,negative
18,NC(CCCCC)C,,Source Mulliner,24.755482,1,0,0,1,1,0,0,0,25,1,2,8,7,26.958052,1.0783221,0,0,7,0,0,17,0,1,0,0,0,2.7158427,-2.6948586,0.022977512,0.11846218,2.6241205,-2.7304125,0.123,0.2142,2.7507489,-2.4380744,0.096270002,0.1057,2.8800724,17.924519,4,0.5714286,0,24,0,7,8,4,0.5714286,24,0,6.4057775,5.9831276,5.4057775,5.4057775,3.7700555,3.5260386,3.1927054,3.1927054,1,1,0.57733643,6,0,-0.84120542,-0.1370225,-0.041537818,2.3239017,-1.363402,-0.037,0.054200001,2.4242284,-0.53109825,-0.063730001,-0.054299999,2.5419033,8,5.1428571,7.1999998,8,5.1428571,7.1999998,5.1428571,1,2,1,0,2.1170001,-1.68375,3.7297969,0,1,0,1,0,4,0,0.99000001,-0.99000001,0.64152342,-0.64152342,0.18465762,0.5105083,67.126747,0,17.238026,0,0,0,0,27.44899,44.851616,0,0,0,0,6.6511192,0.95927465,0.48342773,0.040725335,0.040725335,0.51657224,0,156.66539,78.951729,6.6511192,6.6511192,84.364777,0,0.5,1,0.99000001,-0.99000001,0.36363637,1,0.83446187,0.040725335,0.040725335,0.16553812,0.95927465,0.12481277,136.2814,6.6511192,6.6511192,27.035107,156.66539,20.383986,3,0,0,0.36363637,1,1,1.9139,32.897186,0,3.9819686,0,0,0,0,0,75.473625,66.652031,3.77914,0,0,0,3.9819686,32.897186,75.473625,0,66.652031,26.02,0.75787848,3.8073549,2.4620872,5.5870352,163.3165,199.57167,0,0,0,0,128.75043,0,17.742489,115.22,79,5,28,0.20447993,0,0.005745606,0,0,0,0,0,0,0,0,0.21022554,0,negative
19,c1ccccc1C,,Source Mulliner,17.654345,1,1,0,0,0,0,6,0,15,0,0,7,7,14.951875,0.99679166,0,0,7,0,0,8,0,0,0,0,0,2.2149367,-2.2771544,-0.56293941,0.62065506,2.2125566,-2.1165175,-0.45844588,0.72257251,2.374078,-1.9832569,-0.42775959,0.76281023,2.5191238,8.745656,0,0,6,15,0,7,2,0,0,9,0,5.112884,4.3867512,4.3867512,5.112884,3.3938468,2.4106836,2.4106836,3.3938468,0,0,0.6010536,4,0,-0.76475024,-0.35698646,0.065668993,1.9496228,-0.60382301,-0.23618266,0.14718729,2.1151311,-0.47889233,-0.19226439,0.16977976,2.2481236,5.1428571,2.34375,1.5,3.4588785,1.4524976,0.84567261,0.7177161,0,0,1,0,2.3749001,-1.8588001,3.1883111,0,1,6,1,1,0,0,0.89399999,-0.89399999,0.39259091,-0.39259091,0.15797618,0.15726784,12.796158,21.326929,0,0,0,0,0,18.747677,63.483059,0,0,0,0,0,1,0.70673001,0,0,0.29327002,0,116.35383,82.230736,0,0,34.123089,0,0.25,0.33333334,0.89399999,-0.89399999,0.16778524,0.16778524,1,0.54560357,0,0,0.45439646,0,116.35383,63.483059,0,0,52.870766,0,3,0,1,0.16778524,0.16778524,1,1.99502,0,0,0,0,3.185575,0,0,88.215919,0,33.326015,3.1178999,0,0,0,3.185575,0,88.215919,0,33.326015,0,0.86312056,3.8073549,1.7608353,5.2548308,116.35383,153.29913,0,0,0,0,110.65946,0,0,92.140999,42,5,30,0.16044967,0,0.0054676002,0,0,0,0,0,0,0,0,0.16591726,0,negative
20,S1N(C)C(=O)C=C1,,Source Mulliner,15.175965,1,1,0,0,1,0,0,0,12,0,1,7,3,23.40991,1.9508258,0,0,4,0,0,5,0,1,1,0,1,2.3906417,-2.2958159,-0.49994349,0.4509522,2.3336055,-2.3822086,-0.40841684,0.54018706,2.3690846,-1.9884427,-0.24400926,0.71152633,2.6925094,10.684035,0,0,0,12,2,7,2,0,0,10,0,5.276021,4.7349072,2.6547005,2.9915638,3.3045304,2.7517824,0.62200844,0.90824831,0,0,0.86687022,3,0,-0.81555539,-0.40648454,-0.0086240796,1.827877,-0.93273681,-0.32275444,0.110833,1.8870951,-0.47837383,-0.17918965,0.25283757,2.1620469,5.1428571,1.8518518,0.95999998,4.5998559,1.620793,0.82008433,1.0650591,2,0,1,0,0.43799999,-1.18233,2.9865658,0,1,5,1,1,0,0,1.216,-1.216,0.56846237,-0.56846237,0.45317355,0.49608341,48.289749,8.5307722,0,0,0,12.949531,0,37.584393,0,0,0,0,13.566921,0,0.78071326,0.42301303,0.11219622,0.21928674,0.57698697,0.10709051,94.404915,51.151314,13.566921,26.516451,69.770058,12.949531,0.33333334,0.5,1.216,-1.216,0.50657892,0.46875,0.5885331,0.52435911,0.11219622,0.4114669,0.47564092,0.29927069,71.166229,63.406216,13.566921,49.755142,57.515152,36.188221,2,0,1,0.50657892,0.46875,1,0.62029999,0,6.7773442,23.862217,0,0,32.897186,0,33.651527,0,31.981016,2.9502001,23.862217,1.5185606,0,0,0,33.651527,5.2587838,64.878204,20.309999,0.86312056,3.8073549,1.5451531,5.2775674,120.92137,132.84111,13.566921,0,0,0,67.492516,36.302959,13.566921,115.156,40,5,32,0.18972152,0,0.0035844829,0,0,0,0,0,0,0,0,0.19330601,0,negative
21,FC(F)(F)COC=C,,Source Mulliner,12.846965,1,1,0,0,1,0,0,0,13,0,1,8,7,23.741188,1.8262453,0,0,4,0,3,5,0,0,1,0,0,3.124948,-2.2778327,-0.16818289,0.065463476,2.4836755,-2.4130077,0.046665277,0.42019999,2.3343356,-2.1397605,0.1057,0.1108,2.5727432,10.991035,2,0.2857143,0,12,1,7,3,3,0.42857143,11,0,6.6213202,4.0337057,2.4915638,2.9142137,3.5606601,1.8531258,0.76180166,1.0606601,0,0,1.0022081,5,0,-0.77490604,-0.32818291,-0.094536521,1.8121465,-0.86041075,-0.14997433,0.26019999,1.8199495,-0.50645483,-0.090060808,-0.049199998,1.9632087,8,3.1111112,7.1999998,6.6497188,2.5081482,5.6501713,2.0848098,1,0,1,0,1.21276,-0.95736998,2.3004267,1,1,1,1,0,2,0,1.75,-1.75,0.92439359,-0.92439359,0.44702145,0.37207633,18.504883,21.326929,14.951293,0,0,0,9.0455017,0,22.301268,0,35.725906,0,0,2.503756,0.90713012,0.48674136,0.020133205,0.0928699,0.51325864,0.072736695,112.81028,60.53093,2.503756,11.549258,63.828609,9.0455017,0.40000001,0.66666669,1.75,-1.75,0.58285713,0.204,0.3202956,0.63554281,0.48674136,0.67970437,0.36445716,0.19296303,39.831814,79.035812,60.53093,84.527725,45.323727,23.996796,3,1,0,0.58285713,0.204,1,1.7088,0,7.7595162,10.999887,20.926258,0,0,0,19.701038,0,76.981133,2.2204001,10.999887,44.880341,7.7595162,0,0,19.701038,20.926258,32.100792,9.2299995,0.75787848,3.8073549,2.21645,5.6201224,124.35954,125.79921,2.503756,0,0,0,118.29681,0,2.503756,126.077,71,5,32,0.39761999,0,0.0053911381,0,0,0,0,0,0,0,0,0.40301114,1,positive
22,O1CCN(CC1)CC,,Source Mulliner,21.130308,1,1,0,0,2,0,0,0,21,0,2,8,6,28.623175,1.3630083,0,0,6,0,0,13,0,1,1,0,0,2.1250162,-2.7191424,-0.11363123,0.057243187,2.6315689,-2.8204668,-0.00035579863,0.123,2.5407407,-2.4487822,0.1057,0.11707276,2.890013,18.107691,1,0.125,0,21,0,8,3,1,0.125,21,0,5.8199911,5.390996,4.5355339,4.5355339,3.9318516,3.2331402,1.7071068,1.7071068,0,0,0.6576249,5,0,-0.85063231,-0.30573758,-0.10275681,2.2932751,-0.95815021,-0.22779757,-0.037,2.248219,-0.51802707,-0.087894745,-0.054299999,2.5160627,6.125,3.1111112,1.8,6.125,3.1111112,1.8,2.3819444,2,0,1,0,0.074000001,-0.10712,3.3360927,0,1,6,1,1,3,0,1.37,-1.37,0.73162907,-0.73162907,0.082591474,0.51561993,64.773125,46.96413,0,0,0,0,0,13.192325,18.747677,0,0,0,0,2.503756,0.98287225,0.23562403,0.01712778,0.01712778,0.76437598,0,143.67726,34.44376,2.503756,2.503756,111.73725,0,0.40000001,0.66666669,1.37,-1.37,0.20437956,0.59124088,0.50757408,0.01712778,0.01712778,0.49242589,0.98287225,0.47529811,74.197693,2.503756,2.503756,71.983315,143.67726,69.479561,3,0,1,0.20437956,0.59124088,1,0.33849999,0,3.1243138,10.999887,97.171249,0,0,0,0,0,33.326015,3.2932999,10.999887,3.1243138,0,0,0,0,97.171249,33.326015,12.47,0.8112781,4,2.0596514,5.6422834,146.18102,175.13934,2.503756,0,0,0,134.42392,0,2.503756,115.17599,64,7,34,0.20592749,0,0.0040729451,0,0,0,0,0,0,0,0,0.21000044,0,negative
23,NC1CCCCC1N,,Source Mulliner_Chen,22.095102,1,1,0,0,2,0,0,0,22,2,4,8,6,27.294752,1.2406706,0,0,6,0,0,14,0,2,0,0,0,2.2794003,-2.8007743,-0.44292149,0.52710301,2.7408051,-2.9180701,-0.41716662,0.56313467,2.7886429,-2.5399168,-0.35314819,0.61773157,2.9987226,13.984898,0,0,0,22,0,8,3,0,0,22,0,5.9831276,5.1378284,3.9831276,3.9831276,3.8045304,3.3164966,2.6498299,2.6498299,2,2,0.64912152,4,0,-0.83820075,-0.31258339,0.049860686,2.4348657,-1.3662492,-0.28017157,0.10667806,2.4591391,-0.52442849,-0.18844289,0.12781395,2.6604774,6.125,2.52,1.4876033,6.125,2.52,1.4876033,1.9293751,2,4,1,0,0.116,0.070819996,3.3433073,0,1,6,1,1,2,0,1.98,-1.98,0.82759196,-0.82759196,0.1432094,0.3938272,48.945782,0,34.476051,0,0,0,0,17.402626,17.402626,0,0,0,0,13.302238,0.89886487,0.36575487,0.10113516,0.10113516,0.6342451,0,118.22709,48.107491,13.302238,13.302238,83.421829,0,0.25,0.33333334,1.98,-1.98,0.18181819,0.5,0.58891135,0.10113516,0.10113516,0.41108865,0.89886487,0.30995348,77.459114,13.302238,13.302238,54.070213,118.22709,40.767971,3,0,1,0.18181819,0.5,1,0.215,65.794373,0,7.9639373,0,0,0,0,0,75.473625,0,3.44188,0,0,0,7.9639373,65.794373,75.473625,0,0,52.040001,0.8112781,4,1.8352377,5.6729054,131.52933,175.91776,0,0,0,0,76.63308,0,35.484978,114.192,60,8,36,0.20711026,0,0.001186515,0,0,0,0,0,0,0,0,0.20829678,1,positive
24,OC(=O)CCCCCCN,,Source Mulliner,25.025894,1,0,0,1,3,0,0,0,25,3,6,10,6,35.84156,1.4336624,0,0,7,0,0,15,0,1,2,0,0,2.7821934,-2.662307,-0.51585609,0.44740954,2.6147573,-2.6753175,-0.47653577,0.39322743,2.7400453,-2.4138634,-0.30388933,0.58139485,2.860549,16.696104,6,0.66666669,0,24,1,9,8,6,0.66666669,23,0,7.8199911,6.1754527,4.7426405,4.8199911,4.7700558,3.6895325,2.8535533,2.9082482,0,0,0.69384104,8,0,-0.84135211,-0.41914368,0.087405607,2.2983205,-1.3632624,-0.29878482,0.054200001,2.3813374,-0.52998918,-0.23179905,0.20340917,2.5113778,10,7.1111112,9.1428576,9.0641108,6.368185,8.1070004,5.7721939,3,3,1,0,0.73500001,-0.28018999,4.0626545,0,1,0,1,0,6,0,2.21,-2.21,1.1224954,-1.1224954,0.23125941,0.29511696,59.885944,0,17.238026,0,10.324173,14.708499,0,30.594952,17.402626,0,0,0,13.566921,14.418659,0.70237839,0.42653668,0.15709898,0.29762161,0.57346332,0.14052261,125.12155,75.983162,27.98558,53.018253,102.15665,25.032671,0.5,1,2.21,-2.21,0.29819006,0.4479638,0.53155553,0.15709898,0.15709898,0.46844447,0.84290105,0.31134549,94.6912,27.98558,27.98558,83.448601,150.15422,55.463024,4,0,0,0.29819006,0.4479638,1,0.98019999,32.897186,7.7454643,23.862217,43.824806,0,0,0,0,94.342026,0,3.97752,23.862217,0,25.385227,0,32.897186,94.342026,26.185041,0,63.32,0.68007702,4.1699252,2.8566434,6.2384267,178.1398,209.27271,0,0,0,0,99.34198,14.708499,44.876331,145.202,158,7,36,0.13868102,0,0.0030028152,0,0,0,0,0,0,0,0,0.14168385,0,negative
