Index_1777,Index,Index_final,Index_initial,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
23,11,11,32,Brc1ccccc1,Bromobenzene,,,,,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,2/2,LiuZ_Pfizer  Ekins,Positive,1,16.943966,1,1,0,0,0,0,6,0,12,0,0,7,7,15.900134,1.3250113,0,1,6,0,0,5,0,0,0,0,0,2.2149367,-2.1358457,-0.6540603,0.68741018,2.0808952,-1.9355369,-0.48179331,0.88434678,2.3024695,-1.8013905,-0.44643256,0.93858725,2.4353304,6.7560349,0,0,6,12,0,7,1,0,0,6,0,5.112884,5.3507123,3.3867514,4.112884,3.3938468,2.8926642,1.9106836,2.8164966,0,0,0.99463117,4,0,-0.74793333,-0.39286789,0.070500128,1.8057312,-0.54721069,-0.23635679,0.2688227,2.0277011,-0.40277147,-0.19314188,0.31302336,2.1495357,5.1428571,2.34375,1.5,5.141417,2.3429689,1.4994118,1.7208828,0,0,1,0,2.704,-2.47527,3.4754064,0,1,6,1,1,0,0,0.861,-0.861,0.32893109,-0.32893109,0.19108884,0.18755724,2.2522078,21.326929,0,0,0,0,0,24.509808,80.389565,0,0,0,0,0,1,0.81647408,0,0,0.18352593,0,128.4785,104.89937,0,0,23.579138,0,0.25,0.33333334,0.861,-0.861,0.17421603,0.17421603,1,0.81647408,0,0,0.18352593,0,128.4785,104.89937,0,0,23.579138,0,3,0,1,0.17421603,0.17421603,1,2.4491,0,0,0,0,0,3.0551045,0,88.215919,0,45.954094,3.4142001,0,0,3.0551045,0,0,88.215919,0,45.954094,0,0.86312056,3.8073549,1.7608353,5.2548308,128.4785,157.85751,0,0,0,0,124.91953,0,0,157.00999,42,5,30,0.17489143,0.0027805772,0.2,0,0,1
27,12,12,37,ClC(C(NC(=O)C1N(CC(C1)CCC)C)C1OC(SC)C(O)C(O)C1O)C,Clindamycin,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,1,0,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,5/6,LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins,Positive,1,64.974167,0,0,3,5,6,0,0,0,60,4,10,27,19,99.280136,1.654669,0,0,18,1,0,33,0,2,5,0,1,2.081929,-2.7535944,-0.45238954,0.52154732,2.8146398,-2.949152,-0.45259997,0.44197202,2.7928891,-2.530822,-0.31489429,0.59449846,3.0483894,44.289829,7,0.25,0,61,1,28,5,8,0.2857143,60,0,20.3006,17.988569,12.52458,12.60193,12.704815,11.303071,5.7061253,5.7507834,9,9,0.79323983,13,0,-0.84969836,-0.37518126,0.060869541,2.9754312,-1.1643575,-0.37224111,0.034596514,2.9211447,-0.53404886,-0.20807514,0.14934109,3.2009053,23.280613,10.15625,5.3314347,24.593622,10.752112,5.6531982,9.7938299,7,4,1,0,1.046,-3.0945499,10.725042,1,1,11,1,2,10,0,5.46,-5.46,2.9737573,-2.9737573,0.080210395,0.12996922,107.03082,37.11578,26.500706,8.6190128,43.92205,0,0,80.112732,27.44899,49.342564,0,0,13.566921,25.943268,0.80116379,0.46809617,0.094160922,0.19883621,0.53190386,0.10467529,336.17059,196.41447,39.510189,83.432236,223.18837,43.92205,0.46153846,0.85714287,5.46,-5.46,0.10421246,0.14835165,0.44636372,0.21175441,0.21175441,0.55363625,0.78824556,0.34188184,187.29549,88.852753,88.852753,232.30736,330.75009,143.45459,7,1,2,0.10421246,0.14835165,1,0.38949999,94.166428,8.3830976,78.260277,18.439579,4.4107962,64.588364,0,0,56.605217,138.02022,10.68761,34.862103,79.279991,22.421547,43.39817,0,56.605217,23.698362,202.60858,102.26,0.39086518,5.8073549,3.4351699,9.2360439,419.60284,535.76483,16.070677,0,0,5.6825762,305.56448,12.949531,62.454014,424.98999,1843,45,136,0.084896907,0.35916197,0.3,1,0,1
31,13,13,42,ClC(Cl)(P(O)(O)=O)P(O)(O)=O,Clodronic acid,1,Zhu LD,0,Fourches,,,,LiuZ_PLOS_SIDER,1,0,,,,,,,,,,,,,,1/3,Zhu  Fourches  LiuZ_SIDER,Negative,0,20.859173,0,0,2,3,6,0,0,0,15,6,12,11,2,31.093584,2.0729055,0,0,1,2,0,4,0,0,6,2,0,4.7484088,-2.3665318,-0.75911105,0.66969788,2.71753,-2.421159,-1.242606,0.70018613,2.8037992,-2.1218872,-0.56034529,0.81502521,2.9366806,22.088827,2,0.2,0,14,0,10,6,2,0.2,14,0,9.5,8.0564194,0.5,0.5,4.5,5.9709792,0,0,0,0,1.3889049,4,0,-0.72536707,-0.44607165,0.15481459,2.0768056,-1.3054259,-0.74406219,0.0067596338,2.1992548,-0.40630266,-0.24475044,0.39985543,2.3289757,11,2.5,1.9753087,18.719999,4.4814811,3.7037034,7.6266661,6,4,1,0,-1.11464,0.05006,4.009572,1,1,0,1,0,2,0,5.0640001,-5.0640001,1.7528739,-1.7528739,0.22496629,0.19036843,59.163895,0,41.296692,0,0,0,27.333998,0,0,0,0,31.458273,0,39.719025,0.50489843,0.35772541,0.35772541,0.4951016,0.64227462,0.13737617,100.46059,71.177299,71.177299,98.511292,127.79458,27.333998,0.5,1,5.0640001,-5.0640001,0.24526067,0.15225118,0,0.6550734,0.6550734,1,0.34492657,0.34492657,0,130.34119,130.34119,198.97188,68.630684,68.630684,2,1,0,0.24526067,0.15225118,1,-1.7097,130.0954,0,0,0,0,0,0,0,0,107.89623,3.71522,44.867531,85.227875,0,0,0,0,0,107.89623,115.06,0.64681429,4.321928,1.9292524,6.664022,198.97188,176.31949,0,0,0,0,59.163895,27.333998,94.374817,244.89099,136,18,56,0.2697511,0.00078445626,0.0,0,0,0
34,14,14,45,ClC(Cl)C(=O)NC(C(O)c1ccc([N+](=O)[O-])cc1)CO,Chloramphenicol,,,,,,,,LiuZ_PLOS_SIDER,0,0,,,moderate hepatotoxic,1,LiuZ_OBrien,,,,,,,,,2/3,Fourches  LiuZ_SIDER  LiuZ_OBrien,Positive,1,37.931515,0,0,1,2,3,0,6,0,32,3,6,20,12,63.317062,1.9786582,0,0,11,2,0,12,0,2,5,0,0,2.4953544,-2.585629,-0.61243582,0.67734885,2.6027472,-2.7590382,-0.56515354,0.65320104,2.5394073,-2.3419557,-0.4666138,0.81235904,2.8372016,16.832483,6,0.30000001,6,32,2,20,6,7,0.34999999,24,0,15.284093,11.582731,6.2485585,6.9996357,9.3622799,6.3555875,3.1402991,4.0412416,2,2,0.94665694,11,0,-0.82000434,-0.42101663,0.095765188,2.4674547,-1.1632546,-0.37380502,0.15399949,2.4838166,-0.5170452,-0.23412631,0.24593082,2.7081568,18.049999,8.4444447,5.3789062,16.215166,7.540915,4.7824607,6.1138592,7,3,1,0,1.09636,-3.32745,7.2775168,1,1,6,1,1,6,0,5.0240002,-5.0240002,2.2154553,-2.2154553,0.12238728,0.17733961,24.509808,60.513763,4.9049287,11.896376,20.648346,19.649082,0,26.718348,59.163895,0,0,0,47.497971,15.671971,0.64465511,0.51189989,0.21694875,0.35534489,0.48810011,0.13839614,187.70712,149.05219,63.169941,103.46737,142.1223,40.297428,0.45454547,0.83333331,5.0240002,-5.0240002,0.18053344,0.14530255,0.3307851,0.59607553,0.42013928,0.6692149,0.40392447,0.24907564,96.316177,173.562,122.33383,194.85831,117.6125,72.524467,6,1,1,0.18053344,0.14530255,1,1.0045,68.781204,12.344399,32.885044,71.861267,3.185575,0,0,70.572739,6.4686494,81.054039,7.2677698,30.947832,50.770454,68.945755,18.677052,2.7567475,70.572739,26.185041,78.297287,115.38,0.4689956,5.321928,3.2708652,8.3367033,291.17447,341.34012,13.566921,0,0,5.6825762,172.55054,53.711533,46.383339,323.13199,880,29,94,0.36997434,0.033073485,0.0,0,0,1
35,15,15,46,ClC(Cl)C(=O)NC(C(O)c1ccc([N+](=O)[O-])cc1)COC(=O)CCCCCCCCCCCCCCC,Chloramphenicol Palmitate,,,,,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,2/2,LiuZ_Pfizer  Ekins,Positive,1,86.897308,0,0,2,3,3,0,6,0,79,2,5,37,27,123.62961,1.5649318,0,0,27,2,0,42,0,2,6,0,0,2.2304568,-2.7419045,-0.57421052,0.61238098,2.6744308,-2.7584894,-0.53807992,0.6732136,2.8454947,-2.4882944,-0.40442914,0.73501348,2.928272,52.502693,21,0.56756759,6,79,3,37,16,23,0.62162161,70,0,27.468044,23.351509,17.648054,18.47648,17.756126,14.296944,10.700959,11.656596,2,2,0.76346421,25,0,-0.81938016,-0.40787953,0.087913372,2.7982051,-1.1632835,-0.27278623,0.14235227,2.8967268,-0.53496927,-0.21605732,0.21715802,3.0190845,35.027027,21.777779,16.6464,32.272869,20.018276,15.27561,17.460735,8,2,0,2,7.9063601,-10.84515,14.958351,1,1,6,0,1,21,3,5.3439999,-5.3439999,3.1492155,-3.1492155,0.08609876,0.12227137,165.43808,60.513763,4.9049287,11.896376,10.324173,34.357582,0,35.419662,182.32733,0,0,0,61.064888,10.408187,0.79857135,0.50154787,0.12394427,0.20142865,0.49845213,0.077484384,460.50015,289.22006,71.473076,116.15483,287.43491,44.681755,0.47999999,0.92307693,5.3439999,-5.3439999,0.16972305,0.13660179,0.64008677,0.31537944,0.2265427,0.35991326,0.68462056,0.13337056,369.10922,181.86513,130.63698,207.54576,394.78986,76.908798,13,1,1,0.16972305,0.13660179,1,7.0366998,43.395977,20.089865,67.747147,71.861267,3.185575,0,0,70.572739,270.62631,114.38005,14.68629,65.809937,25.385227,68.945755,18.677052,2.7567475,334.73041,33.930508,111.62331,121.45,0.30337483,6.2094536,4.3919935,10.074647,576.65497,735.52496,27.133842,0,0,5.6825762,423.27792,70.92379,46.383339,561.547,6122,47,164,0.31463903,0.2894457,0.9,4,4,1
36,16,16,48,ClC(Cl)C(F)(F)OC,Methoxyflurane,1,Zhu Calibration,1,Fourches,,,,,,,,,,,,,,,,,,,,2/2,Zhu  Fourches,Positive,1,14.223172,1,1,0,0,1,0,0,0,12,0,1,8,6,26.264662,2.1887219,0,0,3,2,2,4,0,0,1,0,0,3.7083242,-2.3147802,-0.18529823,0.052551027,2.5087616,-2.4373825,0.11394932,0.50996667,2.3999705,-2.1515632,0.1057,0.37160176,2.6450741,9.5348282,2,0.2857143,0,11,0,7,5,2,0.2857143,11,0,6.7844572,5.5093145,2.0773504,2.0773504,3.5040359,2.5883193,0.28867513,0.28867513,0,0,1.2126164,4,0,-0.74411184,-0.35157424,-0.10744897,1.8193489,-0.8516565,-0.07370206,0.34996668,1.8561956,-0.50329822,-0.070608646,0.20835821,2.0008759,8,2.52,2.2222223,10.9026,3.5977674,3.301934,4.9031272,1,0,1,0,1.98428,-1.90377,2.7994092,1,1,0,1,0,2,0,1.8200001,-1.8200001,0.85650176,-0.85650176,0.45146075,0.37493417,24.997658,17.061544,0,3.2773626,0,0,8.4831762,0,59.163895,0,23.817272,0,0,2.503756,0.92113018,0.61365443,0.01797324,0.078869812,0.38634557,0.060896568,128.31773,85.484924,2.503756,10.986932,53.81974,8.4831762,0.5,1,1.8200001,-1.8200001,0.52747256,0.30769232,0.12247647,0.61365443,0.61365443,0.87752354,0.38634557,0.26386911,17.061544,85.484924,85.484924,122.24312,53.81974,36.758198,2,1,0,0.52747256,0.30769232,1,2.0293,0,3.8819261,16.040747,0,0,35.383869,0,0,0,108.21751,2.7449999,10.999887,29.920227,3.8819261,5.0408592,0,0,0,113.68115,9.2299995,0.75787848,3.8073549,1.8287803,5.6833258,139.30466,136.04137,2.503756,0,0,0,127.12277,6.8309531,2.503756,164.96599,62,9,34,0.52448612,0.0044134161,0.0,0,0,1
38,17,17,50,ClC(F)C(F)(F)OC(F)F,Enflurane,,,,,1,1,LiuR_2015,LiuZ_PLOS_SIDER,2,0,,,,,,,,NA ,,Rodgers,,,,3/4,Zhu  Fourches  LiuR  LiuZ_SIDER  Rodgers(NA),Positive,1,12.380586,1,1,0,0,1,0,0,0,12,0,1,10,9,24.655022,2.0545852,0,0,3,1,5,2,0,0,1,0,0,3.8655589,-2.2596104,-0.19044328,0.031289548,2.5529995,-2.4344285,0.19592203,0.46929717,2.3895116,-2.1656883,0.10780989,0.21445942,2.6207893,10.537414,3,0.33333334,0,11,0,9,5,3,0.33333334,11,0,8.3618069,5.0866647,1.6547005,1.6547005,4.3598781,2.4157734,0.28867513,0.28867513,1,1,1.4245071,5,0,-0.62494206,-0.35696682,-0.12182252,1.861782,-0.85274458,0.00075019948,0.30142823,1.8544455,-0.50687307,-0.069301099,0.045856263,1.9692041,10,3.4082839,3.7024794,10.530339,3.611275,3.9427822,3.8027949,1,0,1,0,2.3497601,-1.54605,2.3264358,1,1,0,1,0,3,0,2.55,-2.55,1.2478975,-1.2478975,0.32525727,0.20456487,0,4.2653861,4.2653861,0,0,7.7784615,27.012716,0,29.581947,0,47.634544,11.908636,2.503756,0,0.6353963,0.67897975,0.10679735,0.36460367,0.32102025,0.25780633,85.747261,91.628883,14.412392,49.203571,43.321949,34.79118,0.40000001,0.66666669,2.55,-2.55,0.3764706,0.21960784,0.06321393,0.67897975,0.67897975,0.93678606,0.32102025,0.25780633,8.5307722,91.628883,91.628883,126.42006,43.321949,34.79118,3,1,0,0.3764706,0.21960784,1,2.3527999,0,3.8819261,40.000694,0,0,0,0,0,0,113.94921,2.2785001,10.999887,74.800568,3.8819261,29.000807,0,0,0,39.148643,9.2299995,0.68007702,4.1699252,2.2321022,6.3340378,134.95084,129.51216,2.503756,0,0,0,131.02348,0,2.503756,184.491,120,11,44,0.33811501,0.0034438968,0.0,0,0,1
39,18,18,51,ClC(OC(F)F)C(F)(F)F,Isoflurane,,,,,1,1,LiuR_2015,LiuZ_PLOS_SIDER,4,1,,,,,,,,I ,0,Rodgers,,,,4/5,Zhu  Fourches  LiuR  LiuZ_SIDER  Rodgers,Positive,1,12.380586,1,1,0,0,1,0,0,0,12,0,1,10,8,24.655022,2.0545852,0,0,3,1,5,2,0,0,1,0,0,3.7348237,-2.2743604,-0.18489316,0.023780236,2.5437744,-2.4353325,0.17246877,0.43107772,2.3899159,-2.1606805,0.10769398,0.20941798,2.6259003,10.537414,2,0.22222222,0,11,0,9,5,3,0.33333334,11,0,8.3618069,5.0866647,1.6547005,1.6547005,4.3372226,2.4181159,0.28867513,0.28867513,1,1,1.4245071,5,0,-0.67456293,-0.34669912,-0.1307947,1.8553674,-0.85375816,-0.01543886,0.26019999,1.8553002,-0.50387818,-0.066613071,0.033651374,1.9755292,10,3.4082839,4.48,10.530339,3.611275,4.7707667,3.8027949,1,0,1,0,2.3366799,-1.54605,2.3207862,1,1,0,1,0,2,0,2.55,-2.55,1.2316885,-1.2316885,0.34890133,0.23852189,0,4.2653861,4.2653861,0,7.2161355,0,27.575043,0,29.581947,0,59.543179,0,2.503756,0,0.72364056,0.67897975,0.018553099,0.27635944,0.32102025,0.25780633,97.655899,91.628883,2.503756,37.294933,43.321949,34.79118,0.40000001,0.66666669,2.55,-2.55,0.40000001,0.21960784,0.06321393,0.67897975,0.67897975,0.93678606,0.32102025,0.25780633,8.5307722,91.628883,91.628883,126.42006,43.321949,34.79118,3,1,0,0.40000001,0.21960784,1,2.3527999,0,7.7595162,36.123104,0,0,0,0,0,0,113.94921,2.2785001,10.999887,74.800568,7.7595162,25.123217,0,0,0,39.148643,9.2299995,0.68007702,4.1699252,2.2692847,6.3229475,134.95084,129.51216,2.503756,0,0,0,120.25376,10.769726,2.503756,184.491,123,10,44,0.55267042,0.0065163579,0.0,0,0,1
40,19,19,52,ClC1(Cl)CC1c1ccc(OC(C(O)=O)(C)C)cc1,Ciprofibrate,,,1,Fourches,,,,,,,1,LiuZ_Pfizer,moderate hepatotoxic,1,LiuZ_OBrien,1,Ekins,,,,,,,5/5,Zhu  Fourches  LiuZ_Pfizer  LiuZ_OBrien  Ekins,Positive,1,38.981102,0,0,1,2,3,0,6,0,32,2,5,18,13,51.836426,1.6198883,0,0,13,2,0,14,0,0,3,0,0,1.7804173,-2.5067215,-0.60848403,0.63616854,2.7906501,-2.6023881,-0.50098968,0.76646435,2.8597376,-2.291074,-0.379132,0.79384178,3.0400443,19.018898,4,0.21052632,6,33,1,19,4,4,0.21052632,26,0,13.552042,11.625355,8.0938578,8.8449354,8.221981,6.3803916,4.4105191,5.3054786,1,1,0.85485864,10,0,-0.76346993,-0.40633947,0.054202873,2.4340522,-0.94324321,-0.2730805,0.16787478,2.543869,-0.51275051,-0.20140879,0.25249845,2.6974649,14.409972,4.8355556,2.9629629,13.994146,4.6875486,2.8684447,3.644347,3,1,1,0,4.1483598,-3.93224,7.0851436,1,1,9,1,2,4,0,2.937,-2.937,1.3981493,-1.3981493,0.20869441,0.23538353,38.388474,25.520063,0,0,10.324173,14.708499,0,72.915016,24.509808,59.163895,0,0,13.566921,10.271297,0.8185721,0.66981542,0.088496797,0.18142787,0.33018458,0.092931077,220.49725,180.42694,23.838217,48.870888,88.941208,25.032671,0.5,1,2.937,-2.937,0.22437862,0.22131427,0.59893256,0.53061795,0.30813631,0.40106741,0.46938202,0.092931077,161.33336,142.93158,83.002113,108.03478,126.43656,25.032671,5,1,2,0.22437862,0.22131427,1,3.5897999,10.999887,7.7454643,23.862217,25.385227,3.185575,0,4.4107962,70.572739,18.868406,150.19275,7.0579801,23.862217,10.999887,25.385227,12.839799,0,89.441139,7.7454643,144.94931,46.529999,0.52150291,5.2479277,3.1618562,8.0053501,269.36813,338.25241,2.503756,0,0,0,209.89886,14.708499,29.637598,289.15799,660,24,98,0.067141704,0.020121707,0.0,0,0,1
41,20,20,56,ClC1=NOC(C1)C(N)C(O)=O,Acivicin,,,,,,,,,,,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,0/2,LiuZ_Pfizer  Ekins,Negative,0,20.253551,0,0,1,1,4,0,0,0,18,3,7,11,4,37.042637,2.0579243,0,0,5,1,0,7,0,2,3,0,0,2.3807318,-2.4964788,-0.59575868,0.56815708,2.641855,-2.7808671,-0.49815133,0.7016536,2.5068388,-2.2904465,-0.32850811,0.79224336,2.8520856,10.286449,2,0.18181819,0,18,2,11,4,2,0.18181819,16,0,8.4307213,6.2839746,2.8618073,3.0165079,5.1090608,3.3537045,1.3838102,1.4831632,2,2,0.9841153,6,0,-0.80420697,-0.4321169,0.10380671,2.1942804,-1.3635638,-0.39085865,0.1923877,2.1039872,-0.51459622,-0.21044865,0.28381145,2.4173913,9.090909,3.5999999,2.2145329,8.7150679,3.435395,2.1046875,2.721791,5,3,1,0,-2.4477301,-0.68864,3.7862802,0,1,5,1,1,2,0,3.1489999,-3.1489999,1.3436784,-1.3436784,0.20778641,0.24561672,17.232086,8.5307722,34.299675,0,10.324173,14.708499,0,0,29.581947,10.885262,0,5.9023595,13.566921,14.418659,0.63047677,0.46632165,0.21252973,0.36952326,0.53367835,0.15699352,100.52974,74.355148,33.887939,58.920612,85.0952,25.032671,0.5,1,3.1489999,-3.1489999,0.20927279,0.31438553,0.1615729,0.46632165,0.46632165,0.83842707,0.53367835,0.37210545,25.762857,74.355148,74.355148,133.6875,85.0952,59.332344,3,1,1,0.20927279,0.31438553,1,-0.26050001,32.897186,10.817244,45.531597,25.385227,0,19.399862,0,0,18.868406,39.148643,3.8389201,35.080978,19.399862,25.385227,10.450618,32.897186,18.868406,10.817244,39.148643,84.910004,0.68403846,4.4594316,2.4047096,6.6004081,159.45035,181.4574,10.885262,0,0,0,60.548512,29.621616,55.761593,178.575,155,12,52,0.024407603,0.0044074599,0.0,0,0,0
42,21,21,57,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Lindane,0,Zhu LD,,,,,,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,1,Ekins,,,,,,,1/4,Zhu  LiuZ_SIDER  LiuZ_Pfizer  Ekins,Negative,0,27.640759,0,0,1,1,0,0,0,0,18,0,0,12,12,28.529325,1.5849625,0,0,6,6,0,6,0,0,0,0,0,2.760252,-2.6859431,-0.27849883,0.22424017,2.7802918,-2.8282182,0.031460579,0.67875636,2.6859603,-2.4481289,0.040936008,0.63853508,3.0254157,9.0792418,0,0,0,18,0,12,2,0,0,18,0,9.4641018,10.267462,3.4641016,3.4641016,5.4641018,5.9279222,2,2,0,0,1.2002443,5,0,-0.70564032,-0.28172526,-0.074098647,2.3467641,-0.9138031,-0.068441726,0.42139411,2.3960767,-0.48533362,-0.015444394,0.3786678,2.6258676,10.083333,3.3950617,1.5625,19.305109,6.8756051,3.3043759,11.061192,0,0,1,0,3.9879999,-4.3310599,5.4818521,1,1,6,1,1,2,0,1.74,-1.74,0.71196288,-0.71196288,0.09711609,0.16666667,25.592316,5.7969346,0,0,0,0,0,0,0,177.49168,0,0,0,0,1,0.84972656,0,0,0.15027341,0,208.88094,177.49168,0,0,31.389252,0,0.2,0.25,1.74,-1.74,0.16666667,0.16666667,0.12252107,0.84972656,0.84972656,0.8774789,0.15027341,0.02775234,25.592316,177.49168,177.49168,183.28862,31.389252,5.7969346,4,1,1,0.16666667,0.16666667,0,3.6443999,0,0,28.354965,0,0,0,0,0,0,234.89186,5.7845998,0,0,0,28.354965,0,0,0,234.89186,0,0.65002245,4.5849624,2.1339197,6.9102907,208.88094,242.31067,0,0,0,0,204.61015,0,0,290.832,174,21,60,0.35732892,0.0010481398,0.0,0,0,0
44,22,22,62,ClC=1C2=CC(=O)C3C(C3)[C@@]2(C2C(C=1)C1CC[C@](O)(C(=O)C)[C@]1(CC2)C)C,Cyproterone,,,,,,,,LiuZ_PLOS_SIDER,6,1,,,,,,,,,,,,,,2/2,Zhu  LiuZ_SIDER,Positive,1,61.30941,0,0,2,2,3,0,0,0,53,1,4,26,21,72.335442,1.3648196,0,0,22,1,0,27,0,0,3,0,0,1.5128462,-2.8928156,-0.46837553,0.44761792,2.980088,-2.8397021,-0.38426945,0.54553014,3.0325973,-2.6417878,-0.30859563,0.62559468,3.2293484,31.852589,1,0.033333335,0,57,4,30,5,1,0.033333335,53,0,18.645901,16.47459,14.076985,14.6459,12.142536,10.392961,9.1941595,9.9104853,8,5,0.75450909,11,0,-0.78971195,-0.38841513,0.0072753271,3.2969744,-0.92329168,-0.32057127,0.047221832,3.3644466,-0.53711468,-0.20607236,0.14673322,3.5308418,18.055555,5.3254437,1.9230658,16.672001,4.9010468,1.7656125,3.1427023,3,1,1,0,3.0840001,-4.58182,10.025702,0,1,22,1,5,1,1,3.017,-3.017,1.5393931,-1.5393931,0.136912,0.24718827,106.88901,8.5307722,0,16.917038,10.324173,0,0,76.71769,79.332207,0,0,0,27.133842,7.7675405,0.86443681,0.57237488,0.1046166,0.13556322,0.42762515,0.030946622,288.38672,190.95128,34.901382,45.225555,142.661,10.324173,0.45454547,0.83333331,3.017,-3.017,0.18428902,0.22538947,0.77699411,0.29945838,0.14135057,0.22300588,0.70054162,0.081655301,259.21478,99.902992,47.156284,74.397499,233.70927,27.241211,6,1,5,0.18428902,0.22538947,0.03846154,4.0367999,25.385227,11.375222,47.724434,0,22.05398,6.6861815,0,35.286369,94.342026,139.12669,9.9405804,47.724434,25.385227,22.05398,6.6861815,0,129.6284,11.375222,139.12669,54.369999,0.43230852,5.9068904,3.1159005,9.1375656,333.61227,496.88995,27.133842,0,0,0,246.23775,16.917038,40.700764,374.90799,1396,62,164,0.55588728,0.24588825,0.5,2,0,1
