Index,mol,P (DILI=Negative),P (DILI=Positive),Prediction (DILI),True_Class_vDILIConcern,Binary_characterization,LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,SMILES,URL (accessed on 1/21/2016),VER_DISP (1=LTKB-BD  2=others),apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization
44,s1c(nc(C)c1C(O)=O)-c1cc(C#N)c(OCC(C)C)cc1,0.2,0.80000001,Positive,Positive,1,LT00554,134018,febuxostat,2009,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,s1c(nc(C)c1C(O)=O)-c1cc(C#N)c(OCC(C)C)cc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54de10ef-fe5f-4930-b91d-6bbb04c664bd,2,45.667896,0,0,1,2,2,2,11,0,37,0,2,22,15,63.391529,1.7132845,0,0,16,0,0,15,0,2,3,0,1,1.8874654,-2.5963585,-0.54551542,0.50099415,2.5573742,-2.5712273,-0.45787859,0.62966263,2.6162434,-2.3583467,-0.33696395,0.77983195,2.7946088,24.490105,5,0.2173913,11,38,1,23,4,6,0.26086956,25,1,16.275656,13.360425,10.016508,11.154336,10.417923,7.5975957,4.8009825,6.014874,0,0,0.78417921,12,-1,-0.83939201,-0.46366754,-0.014993003,2.4065876,-1.4896741,-0.31988582,0.13743801,2.541708,-0.52978307,-0.19310088,0.19740218,2.7021728,18.340265,8.203125,4.75,14.469584,6.3935905,3.6696174,4.2051182,5,0,1,0,3.4119999,-4.7683902,8.7020741,0,1,11,1,2,6,0,0,0,1.2079915,-2.2079914,0.15486702,0.24706408,58.029022,61.653782,20.299505,19.760618,0,0,0,49.650627,49.750259,0,17.742489,0,5.6825762,29.637598,0.88686919,0.48834205,0.11313082,0.11313082,0.51165795,0,276.88629,152.46355,35.320175,35.320175,159.74294,0,0.5,1,0,0,0,0,1,0,0,0,1,0,312.20648,0,0,0,312.20648,0,6,0,2,0,0,1,2.388504,53.683231,18.249538,0,68.587364,35.573734,0,0,57.044701,0,136.49916,8.1665497,66.545563,58.844772,4.4107962,29.145899,4.115149,52.929554,22.390266,131.25574,86.040001,0.4530769,5.523562,3.3751283,8.6079159,312.20648,402.16956,50.558907,27.133842,0,0,212.11383,37.511761,50.558907,315.37299,1130,32,110,0.22315688,0.36887649,0.2,0,0,0,0.0545607861132,1
45,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CCCCCCCCC)[C@]4(CC3)C)CCC2=C1,0.75,0.25,Negative,Positive,1,LT02121,9904,nandrolone decanoate,1959,Most-DILI-Concern,7,Warnings and precautions,Yes(literature),vMost-DILI-Concern,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3f059e04-1ebc-40bb-a49c-f9d90d41b1cb,2,81.024895,0,0,2,3,2,0,0,0,75,0,2,31,26,87.585587,1.1678078,0,0,28,0,0,44,0,0,3,0,0,1.2489032,-2.9294903,-0.48780096,0.41938379,2.9496598,-2.8501794,-0.41000226,0.42985576,3.0248928,-2.6745827,-0.32358077,0.59443903,3.2013078,51.933109,9,0.2647059,0,78,3,34,10,10,0.29411766,75,0,21.846724,20.002556,18.777811,19.139618,15.025023,13.454012,12.605937,13.053826,6,6,0.66003478,20,0,-0.80272818,-0.39229667,0.0068290983,3.2891932,-0.85167569,-0.28157812,0.026670389,3.3735013,-0.53793204,-0.21191959,0.12736532,3.513098,24.134949,10.950521,5.3994489,22.139332,10.0151,4.9274402,7.1525035,3,0,1,1,6.9039998,-8.3752298,12.649731,0,1,20,1,4,9,1,0,0,1.8341209,-1.8341209,0.14308284,0.16973931,196.54884,13.4357,0,8.458519,0,14.708499,0,81.86541,91.911774,0,0,0,27.133842,2.503756,0.89842069,0.46594244,0.067887962,0.10157929,0.53405756,0.033691328,392.22025,203.41478,29.637598,44.346096,233.15157,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,436.56635,0,0,0,436.56635,0,10,1,4,0,0,1,7.1806998,0,13.433075,65.19297,0,17.643185,3.185575,0,17.643185,301.8945,66.652031,12.4583,58.724319,0,17.643185,9.6542244,0,319.53766,13.433075,66.652031,43.369999,0.36875206,6.0874629,3.9529152,9.5569382,436.56635,649.44604,27.133842,0,0,0,347.06253,25.670774,27.133842,428.65698,3140,52,164,0.22888599,0.66446483,0.89999998,0,0,0,0.23015499790163,1
46,O=C(N)C/1=NC=N\C\1=N/NN(C)C,0.51999998,0.47999999,Negative,Positive,1,LT00288,5351166,dacarbazine,1975,Most-DILI-Concern,6,Box warning,Yes,vMost-DILI-Concern,O=C(N)C/1=NC=N\C\1=N/NN(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b6b97e41-5f15-498c-abfb-d8443ea4d216,1,24.62993,0,0,1,2,5,0,0,0,23,2,7,13,2,39.803093,1.7305694,0,0,6,0,0,10,0,6,1,0,0,2.3349576,-2.4739206,-0.2186731,0.17604104,2.3503838,-2.6449239,-0.16470465,0.26031423,2.2256517,-2.194355,0.0067013656,0.3849743,2.6322083,15.19007,3,0.23076923,0,23,4,13,4,3,0.23076923,19,0,9.8449354,7.3518033,4.0773501,4.4391575,6.1090608,3.5216582,0.5,0.66666669,0,0,0.81571329,7,0,-0.84302187,-0.36659557,-0.03139342,2.066968,-1.3705168,-0.39007878,0.030825308,1.9442457,-0.51274449,-0.10646963,0.11688253,2.3607211,11.076923,5.0242214,3.3240998,7.4192719,3.2390385,2.073792,1.8485621,7,3,1,0,-1.837,-1.0573,4.4653172,0,1,6,1,1,3,0,0,0,1.6070615,-1.6070615,0.16900563,0.2268125,72.069695,0,25.502314,32.556591,11.190562,12.949531,0,0,0,7.6138182,9.4210396,11.365152,13.566921,6.6511192,0.72534782,0.23963147,0.15566908,0.27465218,0.76036853,0.1189831,147.16345,48.61805,31.583193,55.723286,154.26869,24.140093,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,202.88673,0,0,0,202.88673,0,4,1,1,0,0,1,-1.6657,50.662895,13.345243,40.647747,0,0,116.02844,0,0,0,0,4.9379101,23.862217,53.235859,17.765707,0,32.897186,0,10.343451,82.579903,95.440002,0.6193822,4.7004399,2.7016766,7.0802193,202.88673,223.34686,34.353111,0,0,30.901993,67.79892,55.630161,65.255104,182.187,262,14,60,0.083717637,0.0019089475,0,0,0,0,0.15953629370805,1
47,S=C1NC=CC(=O)N1CCC,0.07,0.93000001,Positive,Positive,1,LT00136,657298,propylthiouracil,1947,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,S=C1NC(=CC(=O)N1)CCC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=120de758-f102-470a-892d-a61b18ff8f71,1,24.889931,1,1,0,0,2,0,0,0,21,1,3,11,5,37.367901,1.7794238,0,0,7,0,0,10,0,2,1,0,1,2.439487,-2.5764484,-0.48286557,0.53161025,2.5070903,-2.6604483,-0.45419979,0.6071201,2.5473065,-2.2987771,-0.27902523,0.7350933,2.7930264,15.67007,2,0.18181819,0,21,3,11,4,2,0.18181819,18,0,8.2675848,7.1491208,4.5689139,4.9831276,5.2532187,3.9477284,1.8291153,2.115355,0,0,0.79170382,6,0,-0.83058625,-0.3687672,0.078554273,2.1829796,-1.1353041,-0.29611948,0.12053895,2.1780784,-0.52279812,-0.18654941,0.21324182,2.4749627,9.090909,4.1326532,2.2145329,7.4084296,3.2915957,1.727986,2.2168686,3,1,1,0,0.33199999,-2.0710001,4.651082,0,1,6,1,1,2,0,0,0,0.95068979,-0.95068979,0.26575851,0.32526848,68.471558,8.5307722,40.003525,0,0,12.949531,0,25.447229,18.747677,0,0,0,13.703812,0,0.85811681,0.30821109,0.072949231,0.14188321,0.69178891,0.068933979,161.20076,57.89872,13.703812,26.653343,129.95538,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,187.8541,0,0,0,187.8541,0,3,0,1,0,0,1,0.6268,18.01075,8.6676188,23.862217,18.439579,0,0,0,34.85754,18.868406,78.518044,4.68787,23.862217,3.1243138,18.01075,0,0,53.725948,23.982883,78.518044,64.43,0.68403846,4.4594316,2.3361123,6.6155171,187.8541,215.02486,44.951431,0,0,5.6825762,101.62445,26.116156,50.634007,170.23599,152,14,50,0.10186391,0.021622838,0,0,0,0,0.270966850221,1
48,O1[C@H](CO)[C@@H](O)C[C@@H]1n1c2NC=NC[C@@H](O)c2nc1,0.80000001,0.2,Negative,Positive,1,LT01651,40926,pentostatin,1991,Most-DILI-Concern,3,Box warning,Yes,vMost-DILI-Concern,O1C(CO)C(O)CC1n1c2NC=NC[C@@H](O)c2nc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=666ae812-b137-4577-9b50-7ba955a03b5b,2,38.303482,0,0,1,3,5,0,5,2,36,3,8,19,7,62.576683,1.7382412,0,0,11,0,0,17,0,4,4,0,0,1.6909121,-2.4937317,-0.55262846,0.75470817,2.7735496,-3.0655832,-0.67160004,0.5635944,2.7075887,-2.3106418,-0.47619164,0.82002908,2.950815,25.12052,2,0.095238097,5,38,1,21,4,2,0.095238097,32,0,13.405413,10.229738,6.585422,6.9996357,9.2027082,6.2117457,2.5050015,2.6329932,4,4,0.82039511,9,1,-0.82171327,-0.36608106,0.19361331,2.6946368,-2.2016094,-0.43300989,0.046203904,2.6362946,-0.56242168,-0.23693681,0.2041624,2.8913972,13.959184,5.7800002,2.6122448,11.392,4.6599464,2.0860953,2.7940059,8,5,1,0,-1.087,-0.4048,6.5296431,0,1,16,1,3,4,0,0,0,3.4522645,-2.4522645,0.065466285,0.15959652,17.232086,62.90625,43.842941,27.936478,68.79705,0,0,0,0,0,5.6825762,0,2.6406472,23.439512,0.62421525,0.1258042,0.10329695,0.37578475,0.87419581,0.27248779,157.60033,31.762735,26.080158,94.877205,220.7148,68.79705,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,252.47754,0,0,0,252.47754,0,5,0,3,0,0,1,-2.7174001,92.941208,36.695374,40.722717,39.365837,2.7567475,0,0,16.78553,31.376877,2.3279202,6.4544802,27.785418,94.840302,0,28.202517,20.338671,35.653934,39.365837,16.78553,113.74,0.51875818,5.3923173,2.9707344,8.2074604,252.47754,328.23331,8.1863317,0,11.365152,11.365152,90.241585,73.72113,60.252247,269.28101,670,32,102,0.057012483,0.11115167,0,0,0,0,0.1724261045456,1
49,O(CC(NN)C)c1ccccc1,0.66500002,0.33500001,Negative,Positive,1,LT00703,71467,phenoxypropazine,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,O(CC(NN)C)c1ccccc1,,1,28.177101,1,0,0,1,3,0,6,0,26,2,5,12,9,38.379139,1.4761207,0,0,9,0,0,14,0,2,1,0,0,2.0617054,-2.5806327,-0.59041458,0.61616063,2.5314841,-2.8275623,-0.51277411,0.69694608,2.4530022,-2.3241017,-0.43456432,0.75927287,2.7744021,15.900898,4,0.33333334,6,26,0,12,5,4,0.33333334,20,0,8.8115549,7.1568069,5.6712084,6.3973413,5.8256984,3.9664316,2.8962822,3.8020952,1,1,0.68414712,8,0,-0.87047595,-0.36542186,0.075091936,2.2302992,-1.4443928,-0.32640627,0.14864537,2.2901199,-0.51781648,-0.21008958,0.16176035,2.4851072,10.083333,5.6122451,4,8.1382713,4.4325809,3.1056402,3.0061288,3,3,1,0,1.053,-1.43376,4.9252968,1,1,6,1,1,4,0,0,0,1.1573582,-1.1573582,0.12155839,0.29646948,20.207504,53.267513,25.857038,0,0,0,0,43.257484,36.764713,0,0,0,14.264937,2.503756,0.9144991,0.49352148,0.085500926,0.085500926,0.50647849,0,179.35425,96.790894,16.768694,16.768694,99.332062,0,0.5,1,0,0,0,0,1,0,0,0,1,0,196.12296,0,0,0,196.12296,0,4,1,1,0,0,1,0.91720003,61.662781,0,3.9819686,20.926258,0,0,0,88.215919,0,38.569443,4.87221,0,10.999887,17.888229,9.2253971,32.774666,88.215919,20.926258,33.326015,47.279999,0.65002245,4.5849624,2.786916,6.8152671,196.12296,242.96529,2.503756,0,0,0,145.66747,0,33.40575,166.224,226,12,52,0.13792187,0.040646482,0,0,0,0,0.29288780724188,1
50,O=C(NNCCC(=O)NCc1ccccc1)c1ccncc1,0.37,0.63,Positive,Positive,1,LT01594,4472,nialamide,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,O=C(NNCCC(=O)NCc1ccccc1)c1ccncc1,,1,46.166275,0,0,1,2,4,0,12,0,40,3,7,22,14,63.818474,1.5954618,0,0,16,0,0,18,0,4,2,0,0,1.4664145,-2.5191798,-0.62186986,0.69756138,2.4961195,-2.7506878,-0.53807992,0.75328451,2.4419222,-2.2491667,-0.49986199,0.85431087,2.7536864,23.573727,7,0.30434781,12,41,2,23,5,9,0.39130434,27,0,15.62311,12.081182,9.3174725,10.794683,10.75402,6.9935603,4.6118073,6.2828231,0,0,0.73245895,15,0,-0.8653878,-0.3896147,0.096798331,2.3780763,-1.2845846,-0.3792752,0.16445385,2.3926845,-0.50764668,-0.21605732,0.19305076,2.6433895,18.340265,10.714286,7.421875,12.535757,7.1780109,4.9002514,4.0900817,6,3,1,0,0.87300003,-1.79255,8.558054,0,1,12,1,2,7,0,0,0,2.0634811,-2.0634811,0.12895285,0.17055239,87.847878,46.919247,8.6190128,17.238026,12.949531,12.949531,0,26.718348,61.274521,0,0,3.8753545,36.691772,0.13689101,0.78870928,0.40827626,0.12912887,0.2112907,0.59172374,0.082161836,248.61703,128.69688,40.704018,66.603081,186.52322,25.899061,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,315.22012,0,0,0,315.22012,0,8,1,2,0,0,1,1.2889,53.787209,27.303097,23.862217,18.439579,30.233366,0,0,157.931,18.868406,18.439579,8.2816601,47.724434,16.78553,53.787209,6.37115,0,195.23898,28.957146,0,83.120003,0.4530769,5.523562,3.7081673,8.562397,315.22012,407.32111,32.816418,0,0,15.103616,212.08305,25.899061,57.341072,298.34601,1383,26,102,0.31653678,0.52207333,0,0,0,0,0.5041472986339001,1
51,O=C1N(C)C(=O)N(c2ncn(c12)C)C,0.61000001,0.38999999,Negative,Negative,0,LT01888,2519,caffeine,1999,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O=C1N(C)C(=O)N(c2ncn(c12)C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbcd234e-57e1-4da2-a96c-e3f7b7cf6ec0,2,26.75193,1,1,0,0,3,0,5,0,24,0,3,14,4,42.81982,1.7841592,0,0,8,0,0,10,0,4,2,0,0,2.247865,-2.4536171,-0.27941167,0.10598757,2.4786618,-2.6267395,-0.17823356,0.24075854,2.3914192,-2.1531734,0.010782566,0.29583871,2.7730138,20.10807,0,0,5,25,2,15,2,0,0,18,0,10.455666,8.1827011,5.5773501,6.0165076,6.536581,4.1079278,0.5,0.66666669,0,0,0.80527008,6,0,-0.84105462,-0.43118259,-0.11418443,2.345499,-1.0014238,-0.29680276,-0.037,2.3107893,-0.48707736,-0.12930878,0.0074123628,2.616025,10.515555,3.5387523,1.4545455,7.0346155,2.2854667,0.91422778,1.1483842,6,0,1,0,-0.60399997,-0.68832999,4.8692617,0,1,10,1,2,0,0,0,0,1.5985926,-1.5985926,0.20835082,0.2050059,108.10454,21.236927,4.2653861,17.890114,0,12.949531,17.440542,0,0,0,0,19.249496,13.566921,0,0.70561028,0.15284531,0.15284531,0.29438972,0.84715468,0.1415444,151.49696,32.816418,32.816418,63.20649,181.88704,30.390074,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,214.70346,0,0,0,214.70346,0,4,0,2,0,0,1,0.42109999,3.1243138,31.897676,0,0,26.618963,65.794373,0,16.78553,0,59.087322,4.9381499,47.724434,21.808937,3.1243138,2.7567475,2.3279202,16.78553,10.088739,98.691559,58.439999,0.61744827,4.9068904,2.2940331,7.362936,214.70346,241.15387,32.816418,0,0,0,108.39793,66.371155,32.816418,194.194,258,25,76,0.031954516,0.02260627,0,0,0,0,0.3304437957708001,0
52,OC(=O)C(N)CCCC,0.69999999,0.30000001,Negative,Negative,0,LT01071,564,aminocaproic acid,1964,No-DILI-Concern,0,No match,,vNo-DILI-Concern,OC(=O)CCCCCN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2238c70f-b0b5-4755-896b-45b28777b217,2,21.932308,1,0,0,1,0,2,0,1,22,0,0,9,5,32.492004,1.4769093,0,0,6,0,0,13,0,1,2,0,0,3.1746612,-2.6438084,-0.54390836,0.34544781,2.6327503,-3.3067915,-0.4000653,0.2142,2.6935415,-2.4251521,1.3188515e-017,0.1057,2.8501432,14.807691,4,0.5,0,21,1,8,7,4,0.5,20,0,7.276021,5.7222738,4.1986704,4.276021,4.1807394,3.2205267,2.4040303,2.4486885,1,1,0.71161062,6,0,-0.85132462,-0.34935218,0.17606503,2.2772095,-2.2349901,-0.30891356,0.054200001,2.2749238,-0.64079589,-0.16,-0.054299999,2.4629107,9,4.8395061,4.5,8.0597343,4.2673211,3.9089532,3.821497,3,3,1,0,0.95999998,-1.07322,3.5699794,0,1,0,1,0,4,0,0,0,1.6101607,-1.6101607,0.21454243,0.33779755,47.089787,14.708499,7.4113464,0,0,0,25.857038,8.701313,27.44899,0,0,0,0,28.239277,0.66074508,0.40380719,0.17709732,0.33925489,0.59619284,0.16215758,105.35994,64.38958,28.239277,54.096313,95.066673,25.857038,0.5,1,0,0,0,0,1,0,0,0,1,0,159.45625,0,0,0,159.45625,0,3,0,0,0,0,1,-1.4630001,75.580528,1.4640081,27.844185,0,0,0,0,0,56.605217,33.326015,3.12081,66.545563,0,32.897186,3.9819686,0,56.605217,1.4640081,33.326015,67.769997,0.71696228,4,2.4438426,5.9714723,159.45625,184.33536,27.133842,27.133842,17.742489,17.742489,83.533485,14.708499,44.876331,131.175,102,8,34,0.22634687,0.0038081326,0,0,0,0,0.3195244446392,0
53,O1[C@H]([C@@H](O)CO)C(O)=C(O)C1=O,0.75999999,0.23999999,Negative,Negative,0,LT02009,54678501,vitamin c,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O1C([C@@H](O)CO)C(O)=C(O)C1=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6c36a36-28ee-4a1b-86fe-98ef94064b68,2,20.039551,1,0,0,1,3,2,0,0,19,3,6,12,4,30.039589,1.581031,0,0,6,0,0,7,0,0,6,0,0,2.5964684,-2.5234294,-0.8007018,0.67083085,2.5874522,-2.6767454,-0.77563828,0.59813511,2.4446621,-2.2970698,-0.54130995,0.90397984,2.807987,11.484449,2,0.16666667,0,19,2,12,5,2,0.16666667,17,0,9.3009653,5.9281931,3.3618073,3.5938582,5.5745859,3.1763649,1.5302567,1.7415817,2,2,0.96106744,6,-1,-1.0438452,-0.49429238,0.12137964,2.1665645,-0.93980205,-0.4973633,7.4258031e-005,2.0857551,-0.52163917,-0.26989114,0.27977929,2.4013457,10.083333,3.8062284,1.8595041,8.6589355,3.2191904,1.5539644,2.322897,6,3,1,0,-1.132,0.14309999,3.4860694,0,1,5,1,1,2,0,0,0,1.6166044,-2.6166043,0.19549213,0.31664622,0,32.012836,18.268377,0,30.972517,0,14.708499,0,8.458519,0,0,0,13.566921,39.373299,0.3732802,0.39017767,0.33642533,0.62671983,0.60982233,0.29029447,58.739735,61.398739,52.94022,98.621239,95.962234,45.681019,0.5,1,0,0,0,0,1,0,0,0,1,0,157.36096,0,0,0,157.36096,0,3,0,1,0,0,1,-1.5349,50.770454,7.7454643,90.482742,46.311485,0,5.2434282,0,0,0,0,3.3313899,77.545448,50.770454,25.385227,18.180727,0,0,28.671722,0,110.05,0.65002245,4.5849624,2.3822954,6.878418,157.36096,182.20988,27.133842,27.133842,0,0,47.434032,25.670774,67.834602,175.116,188,17,58,0.15078478,0.0087515181,0,0,0,0,0.1674860920757,0
54,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,0.56,0.44,Negative,Negative,0,LT00905,5288826,morphine,1984,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=405b7997-1e47-4904-96d0-72c241ed8195,2,46.76186,1,1,0,0,3,0,6,1,41,2,5,21,17,58.979313,1.4385198,0,0,17,0,0,20,0,1,3,0,0,1.6570927,-2.8777504,-0.54761606,0.70196348,2.925869,-3.5111639,-0.59377104,0.68010348,2.8265595,-2.6657078,-0.45092994,0.80698466,3.1443818,25.10014,0,0,6,45,1,25,3,0,0,38,0,14.353006,12.042798,10.240123,11.068549,10.125864,7.8339162,5.7700558,6.8357353,5,5,0.74261546,8,1,-0.88284451,-0.38009062,0.11747791,3.1320791,-2.2598312,-0.35664758,0.13711339,3.0952969,-0.63060272,-0.23345475,0.16777889,3.3477533,13.44,4.2950625,1.4876033,11.480405,3.6381724,1.2519938,1.9889377,4,3,1,0,0.93699998,-1.62288,7.7524967,0,1,22,1,5,0,1,0,0,2.6678782,-1.6678782,0.13060199,0.23092084,38.729557,87.615646,29.872856,0,20.648346,0,8.6190128,16.671984,36.764713,0,0,0,0,18.038837,0.81590122,0.27815717,0.070200689,0.18409877,0.72184283,0.11389808,209.65475,71.475533,18.038837,47.306194,185.48541,29.267359,0.5,1,0,0,0,0,1,0,0,0,1,0,256.96094,0,0,0,256.96094,0,4,0,5,0,0,0.047619049,-0.21902999,64.894653,0,16.919268,18.439579,10.781946,51.765594,0,70.572739,18.868406,10.486856,7.6700301,3.1243138,61.77034,4.4107962,33.777275,0,108.30955,18.439579,32.897186,54.130001,0.51002371,5.643856,2.6104989,8.557476,256.96094,385.59796,2.503756,0,0,0,196.20918,0,29.637598,286.35098,712,49,132,0.20362744,0.067339413,0,0,0,0,0.05286504514509999,0
55,O=C(Nc1ccccc1)CCCCCCC(=O)NO,0.47,0.52999997,Positive,Negative,0,LT00462,5311,vorinostat,2006,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O=C(Nc1ccccc1)CCCCCCC(=O)NO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd86ee78-2781-468b-930c-3c4677bcc092,2,41.915066,1,0,0,2,1,2,6,0,38,2,3,19,12,58.652767,1.5434939,0,0,14,0,0,19,0,2,3,0,0,1.908321,-2.6562667,-0.62023979,0.53649223,2.6234717,-2.5526097,-0.53558517,0.58411783,2.7594886,-2.4107859,-0.37832966,0.70706463,2.8703537,23.644934,8,0.42105263,6,38,2,19,7,10,0.52631581,30,0,13.924439,10.854136,8.6293917,9.5102253,9.2195454,6.4801626,5.1177902,6.1329932,0,0,0.72692347,14,-1,-1.0996073,-0.45229629,0.061616488,2.4523427,-1.1407356,-0.28443024,0.10850734,2.5534554,-0.53060973,-0.22518222,0.198245,2.7007008,17.052631,10.747934,8.7107754,12.686603,7.8533645,6.2755985,5.2438164,5,2,1,0,2.3150001,-3.42103,7.4366155,0,1,6,1,1,8,0,0,0,1.5164967,-2.5164967,0.14852114,0.30222693,75.286812,21.326929,8.6190128,8.6190128,25.899061,0,0,41.912434,54.167339,0,0,0,27.133842,22.441992,0.73555291,0.51034451,0.17370258,0.26444706,0.48965549,0.090744495,209.93153,145.65561,49.575832,75.474892,139.75082,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,285.40643,0,0,0,285.40643,0,7,0,1,0,0,1,2.5797,14.472698,28.528318,47.724434,42.805668,0,0,0,88.215919,113.21043,2.7567475,7.42834,47.724434,0,57.278366,0,20.767498,201.42636,10.517568,0,81.260002,0.48546076,5.2479277,3.6087625,8.1285629,285.40643,362.23483,44.099365,30.532444,0,16.567839,180.59299,25.899061,60.667202,263.31699,954,20,82,0.075793199,0.096632905,0,0,0,0,0.3789630383251001,0
