Index,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
11,Brc1cc(Br)cc(CN(C)C2CCCCC2)c1N,Bromhexine,1,Zhu LD,,,,,,,,,,,,,,,,,,,,,,1/1,Zhu,Positive,1,46.27586,0,0,2,3,1,0,6,0,38,1,2,18,16,55.679714,1.4652556,0,2,14,0,0,20,0,2,0,0,0,1.8685421,-2.8145618,-0.48318708,0.50176167,2.7405603,-2.7566507,-0.1645322,0.74812883,2.847904,-2.5506163,-0.11306673,0.80341822,3.0022626,25.764139,3,0.15789473,6,39,0,19,4,3,0.15789473,33,0,13.120955,13.927177,8.9746914,9.5436058,8.575387,8.0990267,4.8247504,5.5244045,0,0,0.9380964,9,0,-0.85424018,-0.35160017,0.0045097251,2.6843653,-1.3344903,-0.19354133,0.24100037,2.799042,-0.52698815,-0.075786516,0.26630315,2.943681,14.409972,6.43787,3.75,15.983519,7.1855726,4.2048254,6.3805966,2,2,1,0,4.928,-4.6291299,8.2851677,1,1,12,1,2,5,1,2.3759999,-2.3759999,1.0289882,-1.0289882,0.12046724,0.29263073,95.788429,8.5307722,17.238026,0,0,0,0,110.98451,69.72879,0,0,0,0,6.6511192,0.97846991,0.60651112,0.021530118,0.021530118,0.39348885,0,302.27054,187.36443,6.6511192,6.6511192,121.55723,0,0.44444445,0.80000001,2.3759999,-2.3759999,0.17424242,0.37878788,0.7945559,0.3904523,0.021530118,0.20544407,0.60954773,0.18391395,245.45552,120.61916,6.6511192,63.466122,188.30247,56.814999,5,0,2,0.17424242,0.37878788,1,4.8246999,32.897186,3.1243138,3.9819686,0,3.185575,39.007397,0,35.286369,94.342026,113.10452,8.4799404,0,3.1243138,6.110209,7.1675434,2.7567475,180.96516,0,124.80537,29.26,0.52150291,5.2479277,3.0187941,8.0412607,308.92166,400.95663,0,0,0,17.742489,272.22018,0,17.742489,376.13599,622,26,90,0.16430931,0.07270842,0.7,0,0,1
12,Brc1cc(Cl)c(Nc2c(cc3n(cnc3c2F)C)C(=O)NOCCO)cc1,Selumetinib,0,Zhu LD,0,Fourches,,,,,,,,,,,,,,,,,,,,0/2,Zhu  Fourches,Negative,0,52.514896,0,0,3,4,4,0,15,0,42,3,7,27,18,85.632217,2.0388622,0,1,17,1,1,15,0,4,3,0,0,1.7204859,-2.4099674,-0.66413152,0.64554101,2.409744,-2.5776126,-0.50146884,0.75738597,2.4422262,-2.184828,-0.42723423,0.8858639,2.655036,25.485106,6,0.20689656,16,44,1,29,6,7,0.24137931,27,0,19.551678,16.434921,9.8009653,11.1459,12.917923,8.9772701,4.0653839,5.4494896,0,0,0.954826,13,0,-0.8520841,-0.40828574,0.068562917,2.5228689,-1.1470715,-0.26349053,0.2226612,2.6345778,-0.5176791,-0.18230306,0.27268347,2.8267965,21.702734,9.6668653,4.9507437,18.591114,8.2290421,4.1947742,5.6661873,7,3,1,0,3.4159999,-5.6367202,10.383209,0,1,16,1,3,6,1,4.3559999,-4.355,2.4484007,-2.4484007,0.11311784,0.16037263,44.986607,105.38999,19.58395,17.639858,10.324173,12.949531,0,49.019615,73.206795,0,0,22.930788,19.606171,7.7675405,0.80809277,0.44999647,0.13120459,0.19190726,0.55000353,0.060702659,309.82681,172.53091,50.304501,73.578201,210.87411,23.273705,0.46153846,0.85714287,4.3559999,-4.355,0.12488522,0.15614237,0.63811529,0.46747032,0.10014439,0.36188471,0.53252971,0.26174033,244.6566,179.23047,38.395863,138.74841,204.17456,100.35255,7,0,3,0.12488522,0.15614237,0.7037037,3.8848,46.010311,41.954155,20.339783,41.852516,27.047791,3.0551045,3.5006065,91.646538,0,138.47353,10.38917,35.080978,59.029961,32.801205,6.6861815,27.812519,87.358269,47.111301,117.99992,88.410004,0.40063059,5.8579812,3.3742516,9.2454014,383.40503,479.34073,25.151855,0,0,16.567839,271.16537,37.740047,55.286613,457.68698,1808,44,140,0.067394033,0.62018901,0.5,2,1,0
13,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCN(CC2)C)c3)cc1,Vandetanib,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,64.33403,0,0,3,4,5,0,16,0,54,1,6,30,22,92.617332,1.7151357,0,1,22,0,1,24,0,4,2,0,0,1.3143785,-2.7965486,-0.58384246,0.57482708,2.7295189,-2.8165326,-0.48018688,0.70813906,2.7429533,-2.534817,-0.35522562,0.79399925,2.984318,37.841969,6,0.18181819,17,57,0,33,3,6,0.18181819,40,0,21.087212,18.577049,13.576985,14.974327,14.529208,10.686894,5.8674793,7.3240647,0,0,0.83854383,17,0,-0.86019021,-0.41629434,0.034842804,2.7156622,-0.95338058,-0.29224411,0.16325895,2.8113797,-0.52645326,-0.19869804,0.18042541,2.9780807,23.168043,10.744802,5.8800001,19.559116,9.0153761,4.9121137,5.8777595,6,1,1,1,4.1667399,-6.0787301,11.878467,0,1,23,0,4,8,2,4.4250002,-4.427,2.1616735,-2.1616735,0.065910995,0.15974645,80.643036,71.004257,71.249771,0,0,0,0,128.30049,43.624847,0,0,23.410679,0,5.0075121,0.93285573,0.47335613,0.067144297,0.067144297,0.52664387,0,394.82239,200.34352,28.418192,28.418192,222.89706,0,0.47058824,0.8888889,4.4250002,-4.427,0.10621469,0.18296815,0.63654739,0.31499237,0.039007496,0.36345261,0.68500763,0.32444513,269.41269,133.31757,16.509556,153.8279,289.92303,137.31834,9,0,4,0.10621469,0.18296815,1,5.0042,21.999775,54.706123,9.1210184,57.805416,4.4107962,71.336159,0,109.71855,37.736813,76.485733,11.91887,0,73.655266,16.586918,10.486856,27.812519,142.73827,57.805416,114.23515,59.509998,0.37824166,6.044394,3.7537611,9.5038195,423.2406,566.88983,16.372663,0,0,5.6825762,344.41461,35.981079,22.055241,475.362,2677,48,158,0.60040045,0.59622884,1.0,2,0,1
14,Brc1cc(c2c(nccc2)c1O)C,Tilbroquinol,,,,,,,,,,,,,,,,,,,,,1,1,Chen,1/1,Chen,Positive,1,27.886345,0,0,1,1,2,0,10,0,21,1,3,13,11,35.019386,1.6675898,0,1,10,0,0,8,0,1,1,0,0,2.1321476,-2.2732072,-0.62169087,0.68612874,2.252569,-2.1078224,-0.47790176,0.80227447,2.4548113,-1.9744247,-0.41099477,0.90742874,2.5798705,11.355656,0,0,11,22,0,14,2,0,0,11,0,9.4222851,8.6677895,5.809401,6.7151785,6.1983771,4.7200851,3.032692,4.1354284,0,0,0.93826002,6,0,-0.75299793,-0.39502108,0.098662317,2.2222192,-0.76200801,-0.24203834,0.20808716,2.4236851,-0.47870594,-0.18058673,0.32372221,2.5527248,9.5510206,3.6300001,1.6460905,8.3052206,3.1167054,1.3981895,1.9911481,2,1,1,0,2.927,-3.1757801,5.5620718,0,1,11,1,2,0,0,1.857,-1.857,0.87122369,-0.87122369,0.24958371,0.40946999,34.002823,17.061544,15.158071,0,10.324173,0,0,89.090874,12.254904,0,0,0,5.6825762,7.7675405,0.87575006,0.59994978,0.070293404,0.12424991,0.40005022,0.053956505,167.56821,114.79589,13.450116,23.774288,76.546608,10.324173,0.5,1,1.857,-1.857,0.24232633,0.33387184,0.84073669,0.50197011,0.070293404,0.15926331,0.49802989,0.088969901,160.86867,96.048218,13.450116,30.473841,95.294289,17.023724,3,0,2,0.24232633,0.33387184,1,3.0113201,25.385227,16.78553,0,0,3.185575,3.0551045,0,74.861008,0,84.523537,5.5844798,0,42.170757,3.0551045,8.4290028,4.7171016,70.143913,0,79.280106,33.119999,0.64772749,4.8073549,2.3080299,7.1322675,191.3425,253.75055,5.6825762,0,0,0,162.58565,0,19.249496,238.084,218,21,68,0.11974929,0.017440157,0.2,0,0,1
15,Brc1cc(cc(Br)c1O)C(=O)c1c2c(oc1CC)cccc2,Benzbromarone,1,Zhu Calibration,1,Fourches,1,1,LiuR_2015,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,1,1,Chen,6/6,Zhu  Fourches  LiuR  LiuZ_Pfizer  Ekins  Chen,Positive,1,46.427517,0,0,2,2,2,0,15,0,34,1,3,22,16,53.712429,1.5797774,0,2,17,0,0,12,0,0,3,0,0,1.7396255,-2.3705299,-0.6659292,0.68163663,2.4106538,-2.3044057,-0.43063873,0.87834501,2.4936101,-2.144351,-0.39959002,0.9425422,2.673697,18.572483,3,0.125,16,36,1,24,3,3,0.125,19,0,15.853006,14.862841,9.6712084,11.1459,10.524076,8.3426514,5.5427108,7.3981781,0,0,0.99896008,10,0,-0.83425754,-0.4208003,0.063000306,2.4806693,-0.77653939,-0.26020628,0.22103445,2.6281292,-0.51314729,-0.19564931,0.27486867,2.7891128,16.84375,6.8571429,3.1653478,15.548563,6.3046322,2.9018905,4.4558167,3,1,1,1,5.697,-7.23701,9.2397032,0,1,16,1,3,3,1,2.6300001,-2.6300001,1.5136179,-1.5136179,0.14363143,0.30322376,38.949738,27.800856,25.375559,8.458519,10.324173,0,0,124.01441,55.51239,0,0,0,13.566921,10.271297,0.8912974,0.64709491,0.075851731,0.10870261,0.35290509,0.03285088,280.11148,203.36502,23.838217,34.162392,110.90884,10.324173,0.5,1,2.6300001,-2.6300001,0.21673004,0.21673004,0.86438292,0.62138289,0.075851731,0.13561709,0.37861711,0.059765365,271.65295,195.28439,23.838217,42.620911,118.98946,18.782692,5,1,3,0.21673004,0.21673004,1,5.4567699,25.385227,5.6876111,0,0,35.682186,34.485962,0,113.26828,0,130.47763,9.25313,33.369564,25.385227,6.110209,17.063398,7.4091749,124.72751,5.6876111,125.2342,50.439999,0.46637034,5.5849624,3.0742695,8.649828,314.27386,424.52945,13.566921,0,0,0,246.90616,27.879314,27.133842,424.08798,988,38,118,0.70188624,0.37353188,0.5,0,0,1
16,Brc1cc2N=CN(CC(=O)C[C@H]3NCCC[C@H]3O)C(=O)c2cc1Cl,Halofuginone,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,50.43148,0,0,2,3,5,0,6,0,41,2,7,24,15,76.662987,1.8698289,0,1,16,1,0,17,0,3,3,0,0,1.5200764,-2.7675667,-0.62220895,0.59791893,2.736743,-2.8858135,-0.52877516,0.75873274,2.6893177,-2.5140884,-0.3785795,0.86047012,2.9828584,26.170519,4,0.15384616,6,43,3,26,5,4,0.15384616,34,0,17.26722,15.178277,9.4222851,10.275657,11.452397,8.8990793,4.7616372,5.5993195,2,0,0.9322269,13,0,-0.83973688,-0.43243629,0.05097178,2.6502402,-1.1537529,-0.34743422,0.19160646,2.6335139,-0.52252579,-0.22391394,0.26784843,2.9001458,18.781065,8.1314831,4.4114585,17.334917,7.478075,4.0463643,5.4013252,6,2,1,0,1.885,-4.1364698,9.471611,0,1,17,1,3,6,0,4.3569999,-4.3569999,2.036623,-2.036623,0.12865722,0.19160981,52.487957,74.088951,12.884399,8.458519,10.324173,12.949531,0,98.729607,29.581947,0,0,5.6825762,27.133842,7.9044313,0.81190574,0.496824,0.11968767,0.18809429,0.50317603,0.068406612,276.23138,169.03241,40.720848,63.994553,171.19353,23.273705,0.46153846,0.85714287,4.3569999,-4.3569999,0.12485655,0.20656414,0.59807724,0.40689859,0.11968767,0.40192279,0.59310138,0.28223512,203.48138,138.43745,40.720848,136.74455,201.78848,96.023705,7,1,3,0.12485655,0.20656414,0.58333331,2.2902,43.395977,14.070708,51.098362,36.879158,27.047791,19.840633,3.5006065,35.286369,56.605217,87.859482,9.4996004,47.724434,45.295071,21.065855,17.136799,2.7567475,91.891586,47.82555,101.88827,82,0.43739632,5.7004399,3.453989,8.8565149,340.22592,444.83484,32.816418,0,0,0,223.6864,46.198566,52.065914,414.68698,1424,39,126,0.16089492,0.61422324,0.2,0,0,1
17,Brc1ccc(O)cc1,P-bromophenol,,,,,,,,,,,,,,,,1,Ekins,,,,,,,1/1,Ekins,Positive,1,17.745964,1,1,0,0,1,0,6,0,13,1,2,8,7,20.986301,1.6143309,0,1,6,0,0,5,0,0,1,0,0,2.2646422,-2.1493251,-0.64091003,0.70486569,2.1126037,-1.9469454,-0.53807992,0.80591482,2.355752,-1.8244671,-0.49986199,0.9217419,2.4532511,6.7560349,0,0,6,13,0,8,1,0,0,7,0,5.9831276,5.7205758,3.309401,3.9831276,3.7876937,3.0269544,1.8213673,2.6329932,0,0,1.0398443,5,0,-0.76486611,-0.3791872,0.083635651,1.8549005,-0.76168466,-0.26386139,0.16705903,2.0919991,-0.42916736,-0.21605732,0.35352746,2.1862116,6.125,2.52,1.8,6.1235204,2.5192943,1.7994354,1.9283687,1,1,1,0,2.3959999,-2.1133201,3.6303618,0,1,6,1,1,0,0,1.243,-1.243,0.56257123,-0.56257123,0.38628578,0.63961983,2.2522078,25.520063,0,0,10.324173,0,0,49.019615,43.624847,0,0,0,0,7.7675405,0.8693819,0.72495222,0.056079902,0.13061813,0.27504781,0.074538216,120.41673,100.412,7.7675405,18.091713,38.096443,10.324173,0.40000001,0.66666669,1.243,-1.243,0.36202735,0.42799678,0.8693819,0.72495222,0.056079902,0.13061813,0.27504781,0.074538216,120.41673,100.412,7.7675405,18.091713,38.096443,10.324173,3,0,1,0.36202735,0.42799678,1,2.1547,25.385227,0,0,0,0,3.0551045,0,70.572739,0,51.197521,3.5806799,0,25.385227,3.0551045,5.2434282,0,70.572739,0,45.954094,20.23,0.8112781,4,1.9905418,5.649457,138.50845,166.37971,0,0,0,0,117.56956,0,13.566921,173.009,62,7,36,0.25708416,0.0012212142,0.2,0,0,1
18,Brc1ccc(S(=O)(=O)N\C=N\CCSCc2nc(sc2)\N=C(\N)/N)cc1,Ebrotidine,,,,,1,1,LiuR_2015,,,,,,,,,,,,,,1,1,Chen,2/2,LiuR  Chen,Positive,1,55.929482,0,0,2,4,5,0,11,0,43,3,8,26,14,88.274887,2.0529044,0,1,14,0,0,17,0,6,2,0,3,1.4693468,-2.477561,-0.61767823,0.5579282,2.4257615,-2.6442325,-0.53807992,0.64523888,2.5560024,-2.1363471,-0.28581938,0.85431087,2.7747777,34.210518,8,0.2962963,11,44,2,27,5,9,0.33333334,31,0,18.993353,17.536455,8.0854216,9.2507124,12.36501,11.55673,2.9635956,3.9494898,0,0,0.97257209,18,0,-0.89241076,-0.35651234,0.026322659,2.3368902,-1.3839538,-0.41346312,0.17268471,2.4224384,-0.48507729,-0.18192644,0.23677942,2.6591091,22.29081,11.111111,8.2799997,21.84338,10.878977,8.1021709,9.1397552,8,5,1,0,2.1010001,-5.6256299,11.028312,0,1,13,1,2,8,1,7.0009999,-7.0009999,2.5237751,-2.5237751,0.12112108,0.1842365,69.731255,25.592316,21.785637,80.023849,0,0,4.1846013,69.616432,57.855816,32.016521,19.760618,13.894673,0,18.984816,0.91035336,0.51307452,0.079525366,0.08964663,0.48692551,0.010121264,376.38245,212.12888,32.87949,37.064091,201.31766,4.1846013,0.5,1,7.0009999,-7.0009999,0.20668475,0.12141123,0.46186635,0.52117324,0.20475835,0.53813368,0.47882676,0.3333753,190.95705,215.47728,84.656631,222.4895,197.96927,137.83287,9,0,2,0.20668475,0.12141123,1,2.3169,82.199371,66.856308,23.426271,35.673141,2.7567475,38.176899,0,86.388748,0,127.18563,11.17743,48.171688,50.35659,21.010836,2.7567475,66.29512,103.62231,37.572235,132.87759,135.82001,0.40176207,5.7548876,3.955502,9.0355835,413.44653,490.89627,49.064251,0,0,43.560184,233.1696,63.744324,92.624435,477.43201,2264,32,126,0.038805284,0.35432103,0.3,0,0,1
19,Brc1ccc(cc1)C(=O)c1cccc(CC(O)=O)c1N,Bromfenac,1,Zhu Calibration,1,Fourches,1,1,LiuR_2015,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,1,1,Chen,6/6,Zhu  Fourches  LiuR  LiuZ_Pfizer  Ekins  Chen,Positive,1,40.957516,0,0,1,2,3,0,12,0,32,3,6,20,14,53.622204,1.6756939,0,1,15,0,0,12,0,1,3,0,0,1.9347738,-2.3303933,-0.60932356,0.6525377,2.3666527,-2.4045737,-0.52083725,0.79207075,2.4089563,-2.0406103,-0.43676153,0.86785287,2.6563723,15.664484,4,0.19047619,12,33,2,21,2,4,0.19047619,19,0,14.698306,12.05358,8.248559,9.6983061,9.4860706,6.6750016,4.772491,6.5993195,0,0,0.89910108,11,0,-0.80760872,-0.44612879,0.088284522,2.3977027,-1.3346348,-0.30605701,0.20710537,2.4953854,-0.45891336,-0.22681564,0.27931175,2.7040453,16.371881,7.3198571,4.25,12.738126,5.6141696,3.225579,3.5757,4,3,1,0,3.3080001,-4.29983,8.0143089,1,1,12,1,2,4,0,3.994,-3.9949999,1.6144052,-1.6144052,0.1635243,0.20504236,21.899611,38.559017,17.238026,8.458519,10.324173,14.708499,0,63.483059,68.134659,0,0,0,27.133842,14.418659,0.76584041,0.6089865,0.14612739,0.23415962,0.3910135,0.088032223,217.77289,173.17021,41.552502,66.585175,111.18784,25.032671,0.45454547,0.83333331,3.994,-3.9949999,0.1649975,0.2252816,0.64487368,0.6089865,0.14612739,0.35512632,0.3910135,0.20899893,183.37503,173.17021,41.552502,100.98303,111.18784,59.430531,6,1,2,0.1649975,0.2252816,1,2.88937,32.897186,13.433075,23.862217,25.385227,33.418941,21.92351,0,123.50229,0,48.710842,7.9768701,47.724434,0,28.440331,9.5567245,2.7567475,175.26788,13.433075,45.954094,80.389999,0.48464775,5.3923173,3.1787648,8.3459721,284.35806,371.6701,13.566921,0,0,17.742489,185.67018,23.167019,58.443253,334.16901,830,30,100,0.18149622,0.059445344,0.3,0,0,1
20,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1,Brompheniramine,,,,,-1,0,LiuR_2015,,,,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,0/3,LiuR  LiuZ_OBrien  Ekins,Negative,0,46.079067,0,0,2,3,2,0,12,0,38,0,2,19,17,52.710621,1.3871217,0,1,16,0,0,19,0,2,0,0,0,1.925043,-2.6471107,-0.53755766,0.58382428,2.5767224,-2.6777689,-0.40421695,0.76668894,2.639607,-2.3726449,-0.33085242,0.81177324,2.8436785,25.360933,5,0.25,12,39,0,20,6,5,0.25,27,0,13.664926,12.968754,10.110366,11.380469,9.1647034,7.270082,4.5956411,6.1161566,1,1,0.79059523,9,0,-0.86391342,-0.35636666,0.05157835,2.5741472,-0.95313859,-0.26040474,0.15641689,2.6776466,-0.51970422,-0.17216235,0.18213233,2.8484116,15.39,7.6952662,4.7950053,13.413324,6.6525331,4.1190286,4.6964517,2,0,1,0,3.6570001,-3.1472001,8.433219,0,1,12,1,2,5,0,2.734,-2.7349999,1.0618241,-1.0618241,0.07811451,0.29036164,72.61692,34.123089,0,0,0,0,0,119.59917,80.389565,0,0,0,5.6825762,0,0.98181057,0.65833503,0.018189406,0.018189406,0.341665,0,306.72873,205.67131,5.6825762,5.6825762,106.74001,0,0.44444445,0.80000001,2.734,-2.7349999,0.1049744,0.29616088,0.79081333,0.43948567,0.018189406,0.20918666,0.56051433,0.19099726,247.05904,137.30029,5.6825762,65.35228,175.11102,59.669704,5,0,2,0.1049744,0.29616088,1,3.9277,0,19.909843,0,18.439579,5.9423227,68.84948,4.4107962,140.71664,18.868406,45.954094,8.3393002,0,19.909843,3.0551045,10.353119,0,159.58505,18.439579,111.74847,16.129999,0.5023343,5.321928,3.0133755,8.2190228,312.41132,403.8046,5.6825762,0,0,0,291.85959,0,5.6825762,319.246,718,25,92,0.18387589,0.065933235,0.0,0,0,0
21,Brc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1,Bromperidol,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/1,Zhu,Negative,0,58.607239,0,0,2,3,3,0,12,0,49,1,4,26,22,76.840195,1.5681672,0,1,21,0,1,23,0,1,2,0,0,1.3265237,-2.7921157,-0.64061767,0.69514096,2.7403691,-2.80231,-0.53807992,0.80591482,2.7878935,-2.5297711,-0.49986199,0.85431087,2.9943738,30.57476,6,0.21428572,12,51,1,28,4,6,0.21428572,38,0,18.570704,16.21315,12.568549,13.993353,12.460146,9.7507715,7.2033944,9.0033503,0,0,0.82489818,17,0,-0.85738355,-0.38565668,0.080948919,2.780237,-0.95250767,-0.26386139,0.18520416,2.8474774,-0.52271545,-0.21605732,0.19305076,3.0269406,20.727041,9.4674559,5.75,18.053343,8.1983557,4.9585438,5.6926045,3,1,1,0,4.8039999,-5.17448,10.615342,0,1,18,1,3,8,1,3.7049999,-3.7049999,1.6507685,-1.6507685,0.1275875,0.23253988,99.262115,34.123089,9.0208454,8.458519,10.324173,0,0,115.03423,68.134659,0,0,11.908636,13.566921,7.7675405,0.88462079,0.57312387,0.088037692,0.1153792,0.42687616,0.027341507,334.03345,216.41199,33.243095,43.567268,161.18874,10.324173,0.47058824,0.8888889,3.7049999,-3.7049999,0.11443995,0.21862349,0.78894603,0.46905556,0.056500055,0.21105397,0.53094447,0.15455391,297.90659,177.11572,21.334461,79.69413,200.485,58.359665,9,1,3,0.11443995,0.21862349,1,4.8462,25.385227,8.8119249,9.1210184,55.318733,30.233366,3.0551045,0,141.14548,75.473625,60.914207,10.37943,23.862217,43.469654,12.176123,6.37115,0,216.61909,61.006344,45.954094,40.540001,0.41210872,5.8073549,3.8023999,9.0479355,377.60071,509.54407,13.566921,0,0,0,321.82407,8.458519,27.133842,420.32199,2035,39,134,0.22825092,0.53153157,0.7,1,0,0
22,Brc1ccc(cc1)\C(=C\CN(C)C)\c1cccnc1,Zimeldine,,,,,,,,,,,,,,,,,,,,,1,1,Chen,1/1,Chen,Positive,1,44.74548,0,0,2,3,2,0,12,0,36,0,2,19,17,50.630432,1.4064009,0,1,16,0,0,17,0,2,0,0,0,1.9280151,-2.5558219,-0.59536642,0.64232081,2.4267032,-2.6289365,-0.47396144,0.77709508,2.4172988,-2.2606997,-0.40732682,0.8310858,2.7173979,23.174519,4,0.2,12,37,1,20,5,4,0.2,24,0,13.664926,12.761647,9.9032593,11.380469,9.1647034,6.9713407,4.2623076,6.0244045,0,0,0.7972548,9,0,-0.85942435,-0.36379132,0.043989025,2.4413891,-0.95302314,-0.25921825,0.15644686,2.5507729,-0.51132262,-0.18024191,0.18500517,2.7420778,15.39,7.6952662,4.7950053,12.824318,6.3429689,3.9189098,4.2812767,2,0,1,0,3.8699999,-3.3718901,8.3901482,0,1,13,1,2,4,0,2.7850001,-2.786,1.028868,-1.028868,0.081209965,0.29616615,85.26799,38.388474,0,0,0,0,0,87.659172,92.644463,0,0,0,5.6825762,0,0.98164797,0.60064787,0.018352045,0.018352045,0.39935213,0,303.96011,185.98621,5.6825762,5.6825762,123.65646,0,0.44444445,0.80000001,2.7850001,-2.786,0.1464991,0.29073942,0.74936533,0.44341528,0.057929613,0.25063464,0.55658472,0.19270504,232.03549,137.30029,17.937481,77.607185,172.34238,59.669704,5,0,2,0.1464991,0.29073942,0.15789473,3.65469,0,19.909843,0,21.625153,6.37115,68.84948,0,157.931,0,45.954094,8.2950001,0,19.909843,6.2406793,6.37115,0,157.931,18.439579,111.74847,16.129999,0.5023343,5.321928,3.0133755,8.2190228,309.64267,397.90289,5.6825762,0,0,0,291.85959,0,5.6825762,317.22998,718,25,92,0.11837574,0.026876951,0.0,0,0,1
